Gene_name,GSM4089641,GSM4089642,GSM4089643,GSM4089647,GSM4089648,GSM4089649
NXF2 /// NXF2B,1.313750852,2.002821315,4.803614528,4.186611481,0.847868661,1.859349414
,4.193960937,4.033246784,3.451197921,2.218068167,1.466360872,1.463418436
,4.49510671,3.554220457,4.656530693,2.730416063,3.136229127,2.810155153
,3.636137357,4.614910041,5.395546131,3.604616977,3.430191588,3.140325493
LOC101927950,3.228326167,5.005777231,5.551026833,3.72431193,3.651373211,3.422165709
,-0.864325924,2.176507885,0.943298743,-2.030265604,0.363092561,3.245652337
,3.807921584,0.442810828,1.126801097,2.053844665,-0.167839111,2.789307752
RP11-674P19.2,4.236875245,4.455886105,4.812847305,-0.67165294,-2.115078608,-1.066774859
,5.152682353,4.741418446,5.980756519,4.709985344,3.622028385,3.871705679
,4.066735029,3.202250011,0.907513705,3.847936793,2.873198987,4.647469939
RP11-673E11.2,-0.24747575,1.288659769,1.824775998,1.607072233,-1.497082866,1.232722147
,4.361389392,3.470029197,3.955628986,3.50523039,1.977327555,2.104128628
,2.685632969,3.736897065,3.022967849,0.606735949,1.530734988,1.732920382
,1.610846497,3.712441709,3.251888722,4.060324133,2.902073579,2.333274877
,2.339533644,1.092687805,2.545014492,1.996544216,0.895194027,1.244509596
,4.225043512,5.563594413,4.953572559,3.684818738,2.286251309,3.564865895
RP11-669C19.1,3.635661536,3.684717768,3.526694846,-0.211143932,0.384956043,0.809142756
,0.733397729,3.809260082,3.257751394,1.085275076,2.974353095,-1.835033557
BCL2L14,1.467999344,2.262415116,1.293205663,0.572181483,0.183848532,0.734915511
GKAP1,5.805408548,4.983176038,4.726782182,7.198111034,6.680028923,6.991068275
,1.087388159,3.691422497,1.588248101,1.247623756,1.046260546,2.606968041
,3.149576424,2.147726745,0.565363206,2.605508557,2.115802342,2.299036534
TNFRSF10C,1.340317289,2.265079779,2.42868109,0.266936423,0.12146638,0.753407714
,5.091069311,4.231370964,5.347031326,4.496443175,4.045661386,4.00267552
ACSM1,1.126027925,1.612932763,4.345410569,-0.624625763,0.443086763,-0.148448827
PROM2,2.12521135,2.081690713,2.33020844,2.33497437,1.113026995,1.721000727
,3.929412288,4.776561997,1.405845361,2.931546912,3.912257046,3.943940075
,1.871615007,3.206594779,2.500886165,1.770710666,3.317170908,3.472916617
,3.69157883,4.591284465,3.229858595,4.077704451,4.577380486,3.005480834
,2.561015688,3.439250781,1.343271364,0.900265942,2.325524575,-1.70135576
,0.86962666,1.414324993,4.515725066,2.150036442,2.614808768,0.727206008
,3.470042216,0.695432656,3.253884917,3.029329196,-0.489509944,-1.315899423
,0.075409406,3.966845718,1.299526017,-0.685964801,0.157160156,2.518313556
,3.766298324,4.5061576,3.941641587,3.250070222,2.615818821,4.363297255
,1.923434458,3.559552995,4.286984616,-0.03276793,2.014266015,1.568353209
AC106801.1,4.270087844,3.139562812,4.58362739,2.50774137,3.54399072,1.862209351
,3.578081292,3.0011591,3.268398461,-0.981337343,2.053511064,1.887638342
ACTR2,4.708921091,4.445263208,5.459152889,4.654252213,3.929677395,4.053415487
,2.502521556,3.631453561,4.182422164,1.785542182,0.291214544,3.189894123
ACTR2,3.1961459,0.990112589,0.604650184,2.486544483,-0.437373153,1.815632808
,2.615249135,3.865592242,1.266690608,1.163569577,-0.736470354,2.607548107
,0.827477614,2.306113471,2.966939824,1.049212535,1.839697622,3.881674407
,-0.100553648,1.50053694,0.681350309,-1.294405984,-1.747143558,-1.003599683
FLJ21408,3.779406819,2.805521535,5.284014345,3.796088942,2.680259085,2.885800805
AK024936,4.026322032,3.911902459,3.300626017,3.107406667,2.747686006,2.765931433
,1.318993556,3.825470194,3.210638228,-2.647612082,-0.771899219,0.718973101
LOC101928820,4.675928814,4.119314672,4.204524195,5.831755661,5.678914171,6.026777932
CADPS,-0.261560724,1.272805557,2.316565743,2.17908423,-0.174165537,-1.585007225
,0.768806799,2.069867115,3.383773402,-0.497260022,1.163885117,-1.315780902
,0.925429821,1.684643719,0.367650631,-0.584777848,-0.273691909,2.056482952
,1.747761184,2.704843199,1.712019027,-0.27306418,1.34810775,0.30759173
,4.572580486,2.881926904,4.662997283,3.488900567,2.840114729,3.012198567
,3.626988074,4.868953394,4.963635956,0.697809397,0.337425664,1.523446536
OPN4,2.831315859,3.573556306,2.9644356,4.63287309,2.53378011,2.17304426
,0.658362315,0.951446055,0.41986245,2.129401725,0.978495855,2.082423287
,1.847519937,-0.051207803,3.740377138,2.862633886,1.661950213,2.613517509
,4.46224868,1.856404114,3.192131026,0.586510163,0.268266698,0.86036693
,3.409974685,2.517567983,4.361550816,2.332430108,2.284638498,2.330756291
CASP16,4.265084281,4.826202707,4.942369056,3.979266269,4.019577385,3.719960994
,1.238731841,4.152288899,3.428892762,2.268356537,2.657159789,3.184012046
EMP1,0.867943894,0.828915869,3.643879273,3.354720137,2.7141268,2.688677214
LOC101929705,0.248279792,1.160649173,1.592971233,2.206690105,1.581982665,3.328218937
,2.735255709,3.717232238,4.270685911,0.510374598,0.609433487,3.462549714
AMBRA1,2.41863254,2.07253803,2.154194325,2.322251222,3.215976733,-0.489896866
AMBRA1,0.186411813,0.80805549,1.321293169,-0.442000845,1.552278691,2.338954898
MAP1LC3B2,1.220497124,1.521000468,3.763114081,1.158879875,0.650029241,3.611880567
,4.556024693,4.19316458,5.442263445,3.757993965,2.988737395,4.177527175
,0.431890348,3.694467935,4.236500272,1.892270553,1.31103803,0.079893481
SCAMP5,2.639387308,4.266569183,3.290113241,3.167129879,1.866551957,2.527813517
,1.232924715,3.963390889,2.862199431,2.369405061,2.570569793,2.597247494
RPF1,3.841973119,3.618309144,3.48920894,2.928690571,2.410218975,2.266588672
RPF1,-1.548560449,3.233068951,4.015461887,1.871027467,-3.190127917,-2.531981882
,3.934120154,4.0791306,5.442887114,3.768618392,3.900354832,3.447380829
,0.961378846,1.787047917,3.594309673,0.619187609,0.068712079,1.218266603
,0.238762407,3.671553804,3.19311568,1.48366876,1.162944734,1.694724217
,2.581187323,2.996043398,1.194635525,1.395177991,-0.916512929,0.228874089
,2.105124894,4.114900024,5.143373009,2.607282963,1.414205907,3.465856955
LOC100506405,4.337083076,4.458893787,3.644710013,4.541483864,3.24227933,2.929336534
,0.688359425,2.71682193,1.157632313,-0.464769173,0.912795468,1.465154311
,4.328850822,5.035909781,4.091048147,4.689422176,-0.316127514,3.48920894
,1.325420956,-0.06552728,3.923586583,-0.30647156,2.390455833,2.658385167
RP11-613M5.1,2.065796315,0.555619857,1.779990865,2.616115345,3.031793929,1.523632207
,4.176490333,5.061767559,5.779136251,2.949376181,2.644384696,3.991417537
SEBOX /// VTN,0.635485094,2.012858256,1.489871718,0.826737614,3.213663007,2.778261152
TNS3,5.244647351,5.751332493,5.357777188,2.202232769,3.023723753,3.899011239
,4.064236183,5.127146247,3.554797567,4.259777154,2.873909637,1.374561003
,1.949732881,2.229351043,4.452951189,-0.956619096,3.287973103,3.128029389
,-0.932033685,-1.283502449,3.436241809,0.013383646,-2.688627093,-2.948240911
,3.487949337,1.738677058,4.833962778,0.839443671,0.43983587,3.631220718
,4.336347665,5.501455069,4.540058276,2.336380517,2.667142774,2.776021847
,4.160831469,4.261455595,4.484531305,0.993138119,2.93705055,4.114891697
,2.617803902,2.390813488,2.657742888,0.239226937,3.686388469,1.859997369
PPP1R12C,2.204788657,4.760827709,5.083553787,2.653103595,3.059133734,3.944324362
,2.902451815,3.519051194,3.331561914,2.819751964,3.501120634,3.83163407
LINC01016,2.300293616,2.599962815,4.897143597,1.833141072,3.787317529,3.829555309
SLC2A13,0.81695189,-0.354344449,1.953674984,-0.02482474,-1.018746463,0.354982424
,2.958395417,3.872287032,4.04764308,1.844558396,-1.08838971,-0.251380766
,-1.155045577,4.223885868,3.813216827,1.423174752,-0.525361487,1.380469031
OTOP2,3.929724731,2.626333997,2.82022186,1.146922363,2.674734069,1.374188164
LOC100653005,4.70011785,5.117599469,5.479279073,3.540895205,3.051486956,4.210443416
,3.096444034,2.41906151,1.787553659,1.909227791,0.875237476,2.275579243
,1.392828459,4.373077423,2.923750099,2.476889717,1.781162444,1.618520588
,4.304883349,3.871587409,3.961225097,2.830178238,0.005443106,3.444892305
,5.293734644,5.617354323,3.870167414,5.038502029,4.114200422,3.649063566
,3.574924978,4.090319941,3.542035127,2.155801034,0.593736208,1.868955369
,3.540027269,4.940810415,4.248170473,3.746097744,3.179044408,3.824217956
TNFAIP8L3,-0.642709252,3.520195926,4.213510596,-0.183257772,-0.174950355,3.214496314
REG3A,5.257225648,5.148511156,5.142172424,0.892756268,3.702779425,3.39462389
ESPN /// ESPNP,1.448372395,3.81707063,4.873729547,1.044499039,-0.5546462,3.460965306
,3.939499291,4.475759367,3.440779489,2.841021069,3.221920377,3.401029674
,4.421681118,4.639712596,5.107315432,3.421546481,2.91333752,2.958820408
GNG8,1.763411574,1.866718111,2.480298733,0.994311796,0.283732165,3.028496662
SYNGAP1,3.053716099,3.137213316,4.01171031,2.155337993,1.779579116,1.563704835
PPP1R12C,2.808918368,2.88781573,3.201450376,2.323459424,2.98441618,2.697288985
,3.647682908,5.828725504,5.865183922,4.55254922,-0.340734849,3.565572806
LOC101929628,0.842826009,0.735184209,3.802617173,3.109196721,0.523662314,1.008522744
,-0.344708628,-0.005137919,3.27660237,2.493929083,1.668926953,1.709352401
MYH14,4.133078491,5.481147146,6.380819476,4.501337229,4.579011148,4.200865265
SLC6A20,2.669416876,4.232637735,5.682570488,3.342042657,2.331269534,4.317940752
ZKSCAN7,1.631253318,2.236792607,3.137300221,1.628465663,3.058770189,1.510445494
RP5-1061H20.3,3.917870894,3.169229134,5.144674556,3.531743259,1.247259163,1.935003294
GATAD2A,7.984367187,7.971434342,8.014478042,7.653009843,8.192628171,8.198474509
DBR1,6.89251246,7.223885868,6.887488716,7.18718379,7.237324702,7.106787996
TEX11,2.838643233,3.129596254,0.392119554,2.051901051,0.596534471,-0.249422649
RGS8 /// SDHAP3,3.640239151,5.135305018,2.963272503,2.973605766,3.685805625,1.450749376
,2.798006953,2.44244991,4.984958407,-0.572147142,1.961434414,2.386824739
NIN,4.68746387,5.186278685,3.163836824,5.370865227,4.911020405,4.405897084
ZFP28,3.486830196,-0.688943364,4.153756705,3.256668013,3.170074072,-0.089086245
TFB1M,4.282017165,0.355286956,2.695332426,3.812416077,1.929613016,2.584964905
ALKBH5,8.75984159,7.305313938,9.012828429,8.934472272,9.880953312,9.566208197
GPR85,5.993139931,5.642025692,6.024638824,4.700717133,4.503437788,4.459877474
IPO11 /// IPO11-LRRC70,7.164906927,6.811008554,6.902640413,7.756336149,7.459087298,7.148964601
GSDMC,5.365171097,5.758729568,5.762152119,5.084472517,5.019795304,4.975001874
SLAMF7,3.661304959,1.822016271,3.474955138,3.487190474,1.51332398,3.895797009
KIF26A,7.24981507,7.298502528,7.302255068,3.640146584,2.839806444,1.059715214
TUBGCP6,5.684925309,5.593374688,6.292939995,4.89032022,4.166265537,5.183323736
TTTY7 /// TTTY7B,1.363148644,1.971398243,-0.00398445,1.162719209,-1.378468055,0.435585926
SUSD2,1.894693613,3.091528901,2.668012439,2.841498179,0.2131295,1.477511551
GTPBP10 /// LOC101927446,5.974258552,5.32681056,5.030684791,7.261634237,7.471943409,7.266992625
ACSS2,6.418292849,6.629277925,6.485584613,6.452804616,6.43770048,6.131099668
NCOR1,-1.227235976,-0.130889811,-0.283607811,-1.390982646,-1.436470869,2.409985543
RALGAPA2,-0.217537754,-0.108871715,0.484818706,-0.644097411,-0.628423295,1.130074221
BACH1,1.983039193,3.604213688,4.125824651,4.051058817,3.341985747,3.469534374
KLK12,5.548291731,6.100222894,5.626237613,5.048741877,5.447856865,6.41974618
STOX2,2.180571185,2.275466014,4.776256674,2.45398633,3.244680075,2.079695546
NDOR1,2.471660909,2.96842811,2.722236487,2.168279391,1.972049271,1.680198312
STOX2,1.547133912,2.666022562,5.145416605,0.838604914,2.048700034,1.893653439
CD244,2.97434208,3.542963745,3.643394453,-0.379006408,0.088223026,1.326525843
NHSL1,5.144845832,5.94783912,6.303556109,5.843710048,4.859477637,5.648603493
,4.638739988,3.187042417,4.919087374,3.805106689,4.152434936,4.485304451
THSD4,3.114910016,1.944888424,3.816958032,3.583843979,2.222600567,1.713647431
NHSL1,4.285202447,1.599041608,3.597292791,2.302482835,2.242706151,-0.395139207
M1AP,0.682824961,1.593798344,0.433012839,-0.343618958,1.151287339,-0.17008551
,5.012850213,5.435401905,6.089875216,5.317209989,4.333731419,4.304511042
RP11-1007O24.3,3.710437277,5.484908265,6.219911946,3.611856966,4.084965668,4.619336707
RP4-730D4.1,3.47811758,3.622438439,4.705353151,3.4763428,2.798552415,0.770499249
CLIC5,2.643537608,2.905404817,1.597550243,2.875323989,1.909673273,0.362598933
,0.609745508,0.875025104,2.935271148,0.227593226,2.518814587,2.980867998
FAM84A,5.912903703,6.584779147,6.801469102,3.787787661,3.231963797,2.243221215
NUB1,3.920845878,3.957710342,4.101229845,3.645113672,2.193112526,0.382147069
KIAA2022,3.885994032,4.141056699,1.657338174,2.500891263,0.707189036,4.03247117
LAMB4,-0.362048536,2.54139589,2.610062188,-0.555067951,0.679180551,2.577080726
FAM84A,2.94202461,2.564397681,3.068046482,-0.802134609,2.382086185,2.967852895
TTLL9,-0.086390956,3.119487325,0.45902236,0.462596827,-1.510699589,0.3021845
TTLL9,5.350992205,4.823250036,5.972603057,4.415366577,4.82066914,4.99933711
ZBTB47,5.90346976,6.160593512,6.538747662,5.235818948,4.886686704,5.108085309
GLTSCR2 /// SNORD23,7.714952952,7.40468177,7.323757354,7.01563806,8.324644115,8.786086624
RP4-614O4.12,5.680040179,6.305337653,5.494649213,5.72255619,4.04126927,2.243230357
LOC91548,6.290918292,7.59255421,6.142143826,5.288550515,4.918252645,5.374142248
FAM20C,2.167601996,1.167871708,1.659148216,0.976326972,1.761353364,0.764804728
RASAL2,5.355326427,5.223453442,2.769634232,5.058667168,4.505058854,4.38447813
LOC100288675,3.40294042,3.702325087,2.20314163,3.054252873,1.415082583,1.828335051
LOC101929683,3.566242832,2.73549185,4.950216434,1.385270882,3.513086431,3.950347096
,3.887193803,3.719928148,3.431221784,3.429870338,2.28435422,3.474929188
DENR,-0.42600897,1.109688179,3.419795048,3.041197415,2.634363255,0.664819582
,2.456548596,0.478081329,2.49018245,2.324197112,2.13996057,2.047349926
SSPO,3.830802925,4.153756705,3.310966801,1.659198463,0.414590194,0.748323827
IGLC1,2.265136803,2.019719703,2.815222909,3.716003161,3.269622675,1.348391073
TRPS1,5.71783816,5.389160652,5.983748369,3.90716949,4.555963361,3.803805652
,-1.199964475,3.420873104,3.726264488,-0.787169226,-2.797713937,-3.057319606
CATSPERG,0.272847351,1.26023045,3.108071087,0.124844236,-0.796906619,-0.043870471
ERBB2,4.683090058,1.531638471,4.691450415,1.913121107,1.704486899,0.681827038
PTCHD2,5.017725973,4.882682173,5.205505903,1.642858654,3.46388398,4.245046842
DKFZP434K028,2.856746714,3.551762085,5.806238978,2.023713109,1.755438827,2.970717475
,4.515598925,5.742512898,5.840266833,0.998939229,3.025654299,3.454347006
,1.448092181,2.683671754,3.662387819,-0.285222569,0.942593324,2.087208226
,5.910679903,6.090851314,5.76670911,4.83436233,4.188780698,5.666458366
RPL7AP71 /// RPL7AP71,4.376241755,3.31477917,3.146809974,3.935912287,4.611886467,4.975538479
CREB3L3,3.525830848,1.487275384,3.616016511,1.746489061,2.638092378,0.467164686
CTLA4,2.520387045,4.186033001,1.686513974,3.160002081,0.545217182,3.466757616
OR6B1,0.027507957,0.619722881,4.329955956,2.822611873,2.884826468,3.031876838
,3.995348836,2.299862991,5.717426928,3.006913754,1.305836311,2.860589416
RP11-357G3.1,1.846986666,1.192471944,2.343740386,1.496953135,-0.025502992,0.957164276
CKAP2 /// IGLC1 /// IGLJ2 /// IGLJ2 /// IGLJ3 /// IGLJ3 /// IGLJ3 /// IGLV3-1 /// IGLV3-1 /// IGLV@,5.199805812,4.9347052,5.278739362,3.935733174,0.194225766,3.749266084
TMPRSS6,2.778883499,4.120725174,3.611597334,3.624849544,0.753279337,3.185108535
RP5-1189K21.2,3.70541398,1.407673617,3.513894947,3.061506639,1.923959221,3.017492598
OR4F16 /// OR4F21 /// OR4F29 /// OR4F3,4.575463612,4.89078714,3.450221496,4.145074168,2.866585585,2.090382615
VSIG1,1.319531231,1.271395794,3.263467149,0.622555576,1.474160847,0.990657217
OR2AD1P /// OR2AD1P,4.531075733,5.245598339,5.058065344,4.172527519,3.619589081,3.91884416
RP1-31B8.1,4.990800602,3.964056633,4.712606785,3.16091051,2.124943465,1.539124062
AL928742.12,4.696388942,2.616752902,3.813001284,2.158401663,1.141380471,3.868548494
,-2.15737349,-0.896041846,2.661765559,1.343169012,0.04704973,-0.615917028
,3.959705251,4.317528387,6.129408732,3.158865337,1.548599381,3.066051292
MYCN,3.454557578,5.038940931,3.620820976,4.289841841,3.759837596,3.859969548
IL23A /// TCRBV6S2A1N1T,1.625798835,4.098697465,2.508464149,3.549398101,2.81211414,1.58938479
GS1-304P7.2,-0.426559545,1.70923328,0.476703115,-0.03029065,-0.843647396,0.686926269
FLT4,3.710393192,2.218960912,5.1148459,0.849110558,1.030703327,1.599441584
,4.893726237,4.329353261,4.778560795,4.283025364,0.942127858,4.296295875
IGLV4-3 /// IGLV4-3,5.103321383,5.581986881,6.012260258,2.519312927,3.103131674,4.056730912
,0.569004927,5.318157738,4.041076481,3.269000222,-0.026059633,2.731574281
,-0.067875315,1.975806248,1.708037108,1.949829978,-0.706271682,1.965200625
,1.950378826,4.810571635,2.502737941,0.420714142,1.640269234,0.776154534
IGLVIVOR22-2 /// IGLVIVOR22-2,3.572792677,3.643567622,3.544707931,3.955126781,2.267047326,2.754752844
C15orf49,2.086529031,3.037146732,3.484125238,3.077596792,1.100197238,3.035314225
COL4A5,4.030583275,0.421285248,3.396008744,2.928112557,1.847419713,2.793631659
TCRA /// TRAV30 /// TRAV30,2.430028295,2.387731991,3.243103894,1.457904177,2.331372734,4.464034335
,1.970393538,-1.337400719,3.045584507,-0.060862206,2.712129113,1.366666322
IGHV3-54,0.572288218,-1.086939418,3.914468851,3.606383003,1.357810963,0.924130298
HIST1H4PS1 /// HIST1H4PS1,1.827083266,3.11189934,1.773346544,2.274142364,-0.528633547,2.993121812
HDAC9,4.817848341,4.634389976,5.026525656,5.502365612,4.580820836,4.765163417
ZNF124,4.396077266,5.181822128,3.784242222,4.267221157,3.20521107,4.38585895
OR4A1P /// OR4A1P,4.59953799,5.712557264,5.293502916,4.18173866,1.838140968,3.647613841
TCRAVN1 /// TRAV25 /// TRAV25,2.746433165,2.40324045,3.916992483,0.943921327,1.0812919,1.155295891
ZNF861P /// ZNF861P,4.604053527,3.305086253,2.515563604,2.071790123,3.165646684,1.855004981
TCR-alpha /// TRAV24 /// TRAV24,1.971100216,1.751099466,2.675811416,0.90519684,1.303073472,2.315000982
TRAV34 /// TRAV34 /// V alpha immunoglobulin,3.837701091,4.451033031,4.428658313,0.243084086,2.541430585,2.787129433
RP5-968J1.1,2.537313464,3.143524033,3.277592043,3.870167414,3.106860844,1.711983798
TCR- alpha V 33.1 /// TRAV40 /// TRAV40,3.387279815,1.354519865,4.102137391,1.434796338,2.779537095,3.604676275
TCRVA15 /// TRAV5 /// TRAV5 /// YME1L1,-0.129781284,1.823953116,0.706048653,-0.685384674,0.496994026,-1.018147347
OR1I1,4.974914714,5.085951463,5.281527639,2.354982424,3.006750422,4.26976628
CAND2,1.858514196,0.723497401,2.248130995,1.023035293,0.785198989,3.416056043
PHAX,5.961320034,5.598326493,5.768425195,7.66532881,7.541994873,7.252126095
RGMA,4.479030029,1.864065275,2.942552038,3.664334922,3.784388814,1.960552485
TRPC7,3.820403648,3.481751005,3.394322063,1.943955073,3.189691746,2.36550778
IL17F,0.534918197,2.426466047,2.835732106,3.318818624,1.50915869,-0.041553726
ZNF354C,0.489933356,0.691775338,0.93062381,0.246201322,-0.404145018,2.370203347
GABRR3,0.800396745,4.324421801,3.51701107,3.102283553,2.256394776,3.236364033
CD44,1.895360793,3.861359906,3.033086407,2.507132434,1.643523755,1.559173627
,1.875500932,1.42368573,1.537256302,1.41771482,-0.346448312,0.597316631
RP4-633H17.2,3.169198662,-0.385476717,2.584919219,-2.836872294,0.151741942,0.325513062
NUTM2F /// NUTM2G,3.179690978,3.929876194,3.737632686,4.09713881,3.508999026,3.301287664
,2.816976458,1.475795676,4.044927381,0.227814995,1.441881812,2.226813683
BC089413 /// IGLVI-70 /// IGLVI-70,2.646077384,2.969351292,5.084357708,0.757782809,2.540796039,1.75771455
,1.215604053,1.428437226,2.287297932,1.658449151,0.403038618,1.304803056
CD44,-0.445599755,1.162474313,-0.242732626,-1.970101918,0.158492147,-0.351633961
IGHA1 /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC100293211,2.427606173,3.646899949,2.321916553,0.567175478,0.800703214,0.815255705
PIH2,3.574331643,4.521490516,3.256584991,1.782001701,2.508388084,0.856292552
EVC,4.268898449,4.598400939,3.980363535,1.865257675,0.527450732,1.758358615
,0.338989116,1.733345663,1.761897969,0.986986078,-0.379392946,1.846216485
LOC100996255,5.588633692,4.787192135,6.993957349,4.206291571,4.697518079,4.404215117
AF067845.1,2.044093308,4.569928501,1.995954788,2.912498499,0.76310558,2.355481484
,1.499358636,0.916935177,1.632063431,0.81772148,0.94793541,1.734321598
PIH2,2.133214975,3.884168076,0.807041617,-1.350908835,2.70961708,0.887010488
AV2S1A1 /// TRAV12-2 /// TRAV12-2 /// YME1L1,0.857869555,1.666347581,3.311456614,3.222818469,1.935357907,-0.750188191
,-0.303347329,2.895556622,2.983106705,-1.421689207,-1.154155917,0.739960404
LINC00476 /// LOC101930476,1.203364057,3.017654718,1.33867542,3.019892245,0.473236219,1.734260893
ANTXR1,2.163666178,2.494231261,2.652658576,3.569867757,3.673477277,2.106669925
GSN,5.966065871,5.342440964,6.45366408,4.718624658,3.297829701,4.603430511
,-2.587844998,-0.842738932,2.870909142,-2.036585065,-3.547005705,-2.718369399
,-0.862520084,0.521452826,4.517162289,2.398213538,0.33905755,-0.474482323
RP11-279O17.1,3.701981468,5.174398428,2.861788661,1.389831098,0.488309336,3.53822774
,5.998710015,6.810275997,6.679874148,4.971079058,5.077883864,5.208544571
OBP2A,2.735660808,2.19032408,3.39895228,1.920895409,1.777207175,2.423575482
RP11-111K18.2,4.217207447,1.914331071,5.32632881,3.849779137,2.88600379,3.925866533
,3.081568013,3.516620347,5.323618664,1.956967345,1.789787667,2.381914587
,3.455083873,5.115328779,2.959532777,3.040077069,1.009203827,1.271545198
TRDV3,5.05064535,4.413160776,5.370596745,3.601125981,2.875377074,4.315616947
,3.388850793,2.507411562,4.123186101,3.584084594,2.484914064,2.997310475
,4.779280735,3.57239252,4.724595706,3.446547387,3.570074274,4.325703013
CLSTN2-AS1,1.580251632,2.036654541,1.975083524,2.896802709,-1.446647361,3.424277164
,3.983823598,3.515371844,2.151209393,2.365518978,2.023049492,1.03944024
ZNRD1-AS1,4.295252823,4.744484051,3.847195187,3.750134819,3.130454834,3.980857033
,4.694813348,1.725012537,2.472220003,1.465007992,3.049930427,0.801903615
,3.197863819,3.810144868,4.860203023,3.264449356,3.200786813,3.095990226
RP11-292D4.3,2.410113121,2.369497194,4.410910905,2.843457305,2.796292488,1.917920528
RP3-333B15.4,5.066976068,5.793180599,5.25091611,3.916581738,3.213033043,4.73320247
PROKR2,4.053354662,3.585190909,5.706406225,2.826009441,2.607235611,3.549299517
DKKL1P1 /// DKKL1P1,3.222480011,3.065368955,4.101641673,1.110703997,0.967928497,1.752213368
HIBADH,3.875426225,4.418122468,2.853105411,4.274597133,3.103657091,3.398090377
LRRC74,0.10139459,-0.336451345,3.327500549,1.513253225,0.109119812,2.117778145
,1.32988135,1.755148232,3.755827619,1.227999777,0.644428538,2.789293143
ZFP1,-2.085815143,3.189625335,3.742793117,2.433277299,-1.562738165,-0.765827355
MIR3656 /// TRAPPC4,4.043755695,2.525307188,5.691405746,4.246438491,4.145041551,1.704482473
HCG8 /// ZNRD1-AS1,3.361515725,-0.60241606,0.7057214,-3.124314285,-2.191873648,-2.386091221
ANPEP,2.452938014,3.052017602,1.929870514,-0.700389585,-0.419399101,3.048274555
PPHLN1,1.318906816,3.644663873,4.678286039,2.825490547,3.300691903,3.498033809
Ndufaf4,2.324176946,2.806375618,2.656581031,1.466700199,-0.821493135,0.899144688
RNF215,4.532659824,1.962856222,3.709996369,3.399307836,1.907398335,4.058870606
,1.418249328,2.939794515,2.308279319,1.050034944,0.663481253,1.439160337
,4.932321067,4.100304906,3.530557719,1.152819428,1.794661234,3.683134985
EME1,6.945256537,7.035029995,6.535847675,6.628646756,6.43998709,6.76856811
EME1,4.917937708,6.154629787,6.35411712,5.458687127,5.195619259,5.437074564
FAM20C,2.367043906,6.623546468,5.270132707,2.034666487,2.730272579,4.786371577
,3.567277716,3.319093301,4.031853906,0.091015978,-0.220632686,1.197198604
,1.873069025,1.794316044,3.278426412,-0.054663483,2.232485781,2.924973981
OR51B4,1.78672599,2.305582444,3.914564523,1.474898047,0.109093059,1.451693798
SSU72P8 /// SSU72P8,3.386493684,4.07001143,5.048175142,3.330085073,0.619722881,3.893197155
NCOA5,5.158058254,3.573544188,4.690210343,4.087021479,4.57482207,3.831796189
GALNT13,4.025640127,2.4341745,3.256547252,6.266730331,5.694518081,5.344168057
LOC101928697,-0.724404072,-0.38622509,3.553495673,-1.216092482,1.467926331,0.925437417
IL6ST,-0.365479217,-0.183362614,0.89379709,1.376268154,-1.011587974,-0.659857071
CCKBR,2.823500739,3.216852153,4.879661661,2.969994038,3.891749686,2.211055816
DNAH7,4.255795285,2.989315245,4.665142597,4.586266348,1.105905995,4.219989364
IGHA1 /// IGHV4-31,3.147432074,2.468856973,3.004584086,1.54139589,0.394656813,2.026984146
,3.343279893,4.788508234,4.049456519,3.244667899,1.68544235,1.059694451
PCDHB18,3.811193562,1.056541912,3.411521157,0.082661719,0.091869055,3.111580567
DKFZP761C1711,3.061627601,0.739027174,4.60530468,-1.896952276,0.540324906,-1.21561328
,2.695915888,5.131618292,5.293204927,0.946932936,1.533937055,3.294736895
,1.517275693,3.05516094,2.785129922,2.46706293,2.250042927,0.475873479
ACSS1,3.691377827,0.262733813,3.91033932,0.247198389,2.037494681,-0.875724809
ACSS1,3.166453551,2.982119253,3.571021442,1.596248208,0.892235576,1.572850873
EIF3LP3 /// EIF3LP3,4.356904406,3.996931011,1.906759785,5.22166445,5.893643732,5.493375138
OR51B2,3.91347348,5.460015136,5.413363904,3.367119411,3.782198856,4.59029661
,2.044971082,2.698925203,2.610433134,0.492037749,2.780104285,1.506134745
GMCL1 /// GMCL1P1,3.8065406,4.122581616,4.019399468,6.185836819,5.001833762,4.726193632
,0.926280337,-0.524024865,2.445234069,2.20062676,0.654114703,-4.391201353
,4.516614044,4.529321225,5.4691892,2.570169019,3.159855195,4.190654364
SAV1,6.84199827,6.175007549,6.45434536,7.215406804,7.758243206,7.670358829
,1.120166117,3.539605512,1.17466847,-0.67379863,-0.469901283,2.253414493
LINC01257 /// LOC101929974,0.02125229,3.543322651,2.096541863,-1.080911672,-1.297530396,-0.730310906
,3.321778047,2.420274883,2.567664694,1.445096313,2.818928255,0.53581409
KLK15,1.324217277,2.4857617,3.005342494,3.839405373,1.043729452,4.046080649
NYX,2.346491749,2.693038607,4.999963932,2.776306162,3.389800818,1.615745857
,2.058468897,2.92969633,4.684139861,1.969727029,-0.220689844,0.622846035
M1AP,1.496651526,4.544207157,2.573204845,1.943996318,-0.389092099,0.830928641
,1.713519866,4.468967724,5.49575911,4.037575506,2.895387939,3.554895775
