Gene_name,GSM4089641,GSM4089642,GSM4089643,GSM4089647,GSM4089648,GSM4089649
PIF1,0.817434979,1.797527689,0.473683023,1.971254756,-0.146255,-2.065478969
MBNL1,3.608513578,5.183649275,5.304259132,1.878077896,1.280303094,2.584156771
SCRN3,0.320161155,0.053611847,4.203788453,0.543862079,0.455649427,0.087747958
DUSP19,4.824579486,5.57244103,5.730713311,3.499297399,3.445302942,3.934252282
APOL4,0.725130363,2.823068606,4.529377453,-0.603722118,-1.015590018,0.027748563
,0.119648339,-0.913403715,-1.412861633,0.919713819,-1.169673273,2.345626303
ELAVL3,-0.352762866,1.195725548,2.083019294,-0.072423591,-0.426732128,-0.099749517
BAGE,2.869972056,1.425303533,3.276029091,-0.331971671,1.300522058,2.455402189
BAGE,3.374302252,2.243184649,3.259814808,1.655695287,0.534838536,1.580092408
GDPD1,4.100077785,4.317238937,5.038137638,2.940249456,3.062698536,4.230787107
CAPRIN2,2.090314859,2.642988003,2.37156165,0.528751332,0.140726312,0.876966752
ZMAT3,4.638357713,1.46894818,4.411609283,3.034277353,0.698734111,-0.044865777
AGK,2.556552036,0.340471119,-0.648453079,4.043895648,2.6662044,2.604560049
MBD1,1.815386883,1.923586583,4.866532176,3.466118074,2.924048564,3.222036341
G6PC,2.322678101,2.798571077,4.692170508,4.007635062,0.714812591,4.25401195
ZAP70,3.572125686,4.797640777,2.769909233,4.151087593,0.845718857,1.696897441
SUGT1P1,1.863514299,2.92912819,2.729974696,1.824063133,1.922258752,2.359301882
AC010524.4,2.844988157,5.123558603,4.685312266,0.060628496,2.948406482,4.420408291
AC010524.4,4.619982229,5.048053047,5.070904484,3.707580006,3.074918114,4.379309047
SAE1,4.245708613,5.177678652,5.44181875,4.196740796,6.12202452,5.412219239
PTGIR,3.497535726,3.415447707,3.748686636,3.33107458,4.101036498,2.530782423
,-0.50637111,2.067452862,0.887384894,0.034610148,1.080630378,-1.088997242
SSH1,1.058628209,4.150600292,1.351780957,0.460092484,2.864899267,3.556036959
SLAMF1,2.825244261,1.964638907,1.867070136,1.394409873,1.048689573,2.893981485
C21orf67,4.233519979,4.004447459,5.363269216,2.860045059,3.691042761,3.998303837
HAVCR2,1.42123138,2.619668893,2.861967271,1.284940483,1.702595491,1.768870302
HAVCR2,1.026608867,1.381410745,1.769924039,0.245848535,0.49856746,1.0229572
NARR /// RAB34,7.582006458,7.47867256,7.864638077,8.809925651,10.34241918,9.908499205
,2.089525269,3.298700833,4.963705307,0.740374979,1.507987409,2.359889387
PIK3IP1,4.530451597,5.019697467,5.120779078,3.101334074,3.291426746,2.502918661
LILRA5,5.624440175,5.010224849,5.903313089,3.696561429,3.1473816,1.974371452
CD300LG,3.240978274,1.331401399,1.938229325,-0.788140511,-0.007679672,1.14006531
SAMSN1,3.908217265,5.283432891,4.839526311,2.486523889,3.036427724,3.156906227
RBM14,0.671664756,1.183264178,3.017184342,3.01273671,1.617425442,3.094481003
DAOA,1.133050535,1.486601115,3.481118077,-1.929253478,-2.059278459,0.079087921
LILRA5,2.677494712,0.342725401,4.148999163,2.990426683,2.566223345,-1.655675966
GAFA2,2.483779669,3.886530638,4.08211497,1.579561533,2.601180667,3.407869364
Dbpht2,3.037355863,3.040450614,2.243787879,2.60726639,2.405485967,3.314970539
FOXP2,2.686749266,1.762365826,0.872371752,1.640533013,-0.819472733,1.138709637
FOXP2,1.651269873,3.304962179,4.264198612,3.318172203,2.341413678,0.358193685
KLHL17,1.490693345,2.27857063,2.460677045,1.827404444,0.841006975,3.813370766
OR10A5,1.528751332,1.319727751,4.26540689,2.391905165,1.045198307,0.815690184
,10.0082045,10.84429777,10.05096417,9.13093859,7.312274899,8.889668225
OR10A4,0.457247562,0.857614803,2.300483987,0.107714648,-0.091798879,0.780268099
CD300LG,5.087865891,5.955154686,4.421607069,3.404984843,2.742420198,4.207455605
TREML1,3.787724986,1.621449423,4.102523765,3.467814196,2.913613256,1.343771648
OR8D1,2.212690726,5.008849884,5.400749673,3.973960198,2.849020456,3.404698799
DAOA,2.060708035,4.743692682,4.484679524,-0.151408505,-0.049006115,3.526294215
,2.603112372,1.73326322,4.035914179,2.871486872,1.955256999,-0.257145242
,1.517739297,0.653261843,1.990000007,-0.497740695,-0.969728906,2.365622556
PTPRS,1.742592658,1.831496255,1.718626849,0.628297672,0.121479642,0.650470477
PARK2,2.867684985,4.265526912,3.859999356,3.01332111,1.988684687,2.581934475
ICA1L,2.445747888,4.818400671,4.412808618,2.193210323,2.546484584,3.102194513
KRTAP2-3 /// KRTAP2-4,4.163055873,0.16774328,3.532366836,3.274230347,5.779609056,6.114504458
BLID,3.868667013,4.382487423,4.998737089,3.678477606,2.931318083,3.263949325
GSX1,1.380568771,2.788157391,5.443914915,0.811199729,0.238994691,2.289849217
SMC1A,-0.411419912,-0.068440986,3.933364905,0.982195937,-0.238583656,-0.683441787
ST3GAL3,4.748230426,4.561778244,4.788706589,4.596571442,2.34821542,3.675477231
RTN4IP1,4.707486139,2.817199595,5.062993767,6.016714704,6.203030795,6.035692084
SMOX,2.052207196,2.650518729,2.914774981,0.8190223,0.866393698,0.613456216
,4.398336688,2.062556942,2.881780109,3.615169078,4.284069885,2.654611971
OTUB2,1.923191025,1.755007187,2.928861088,1.520205985,0.802151849,1.796826142
H6PD,3.452424114,1.997303248,1.359583015,2.648608095,2.428238889,2.682031623
CLEC4C,1.179065115,3.168739902,2.869936533,0.725636467,-0.523143455,0.943298743
SLA2,2.46200257,4.969661651,4.431495933,4.009185908,3.961438118,2.975496292
CD80,-0.456515995,4.595193319,3.991653355,-1.223390631,2.179103344,-0.061559124
KLRC4-KLRK1 /// KLRK1,4.63508686,5.386103908,5.389673496,4.111123148,2.060490157,3.373328041
,-0.854716446,-0.438627913,0.805828981,-2.071942792,-1.348471107,-1.344890015
KCNIP3,2.418092775,3.314165748,3.862431554,3.7131019,2.017387478,1.985828278
CLRN1,4.426660603,3.747494819,5.824729673,0.777190339,1.759023705,0.837394308
KLK4,7.08010333,7.233610091,7.215105831,5.702156059,2.812683043,6.269943897
ST3GAL3,4.507534615,2.028162453,4.386431603,4.06879977,2.853069471,3.780163092
ST3GAL3,1.963152256,1.70133613,3.158632711,3.094855924,0.545681778,2.53434304
CMTM3,3.292066113,4.710564013,3.96079896,3.217154701,3.160718545,3.178220647
CMTM3,8.173242389,7.574744884,8.264329995,6.903086488,9.162210036,8.890513573
TNAP,6.101788725,6.013587318,6.501873799,2.73132229,1.324274893,3.935365451
OFCC1,0.43547925,0.745039365,1.431376918,0.069922094,0.455796698,3.014501698
,-0.339964048,1.5987225,2.073984712,-0.712201495,0.428002993,-0.293111443
,2.893218517,1.676416365,2.94710131,3.447129524,1.624138336,2.221985318
PNKD,7.863857941,7.686598571,9.045948005,5.934028129,6.135446628,5.653343826
HRH3,5.473708996,5.927462727,5.95732496,4.571027512,4.975712718,5.013998146
CXADR,1.367611495,1.038738175,1.407543104,0.305515322,1.290736974,1.992268113
,2.345779567,-0.107750433,-0.119403801,-0.724089465,2.342227599,2.504406832
,3.175665111,2.420164373,3.775577361,-0.487097569,1.897441808,2.096960089
MAATS1,-0.749525873,4.030380224,0.007554336,1.287956855,-0.098249157,1.77764064
SCAMPER,3.929071364,1.885886687,5.074723776,2.87342541,0.502860121,3.640042438
,0.334877146,2.805533917,2.774894566,0.193292342,1.417606814,0.373052359
TAGLN,3.546622868,3.698162903,3.824044797,2.759326305,2.405567655,3.592086224
RGS5,3.984242989,2.869581259,4.690350044,3.705436098,2.041148342,2.123351669
GAFA3,0.801779482,0.801779482,2.760223076,-1.739160159,2.495490511,-1.562290733
,-0.576748859,1.960611791,-0.169780379,2.676969175,1.4152611,1.083220177
MS4A4A,5.597975058,6.117402069,6.500265085,3.156778437,3.350879086,3.263666949
CD209,3.935667179,3.824380911,4.954759317,4.107587446,3.315158984,3.537271214
CFL1,1.729761574,0.923856565,1.632263562,1.033137518,4.070543894,3.759635232
AP1S3,-0.520107234,3.266023397,-1.399151762,2.806546787,2.194427508,-2.405443807
AP1S3,1.062750336,1.210058391,3.370624642,2.609922763,2.971760574,3.016305541
AP1S3,3.142785909,2.301494,4.551866651,3.886159913,3.497395211,2.368648236
BAP1,1.68699348,0.487589248,4.500489775,3.489388793,3.968652971,2.565689778
AGTRAP,4.642793975,4.917264657,4.908688035,4.191681081,4.297594962,4.974203476
KLK4,2.985851953,4.202472576,5.782012713,3.93418622,3.268941853,4.798133485
CMTM1,1.322441603,2.18649105,1.654050526,3.738681381,1.163086475,1.667047374
MRAP,1.602817913,1.178580801,0.740841233,3.006030468,0.081312355,0.092545742
MRAP,4.561546099,5.060319809,5.341854134,3.66741531,2.95930649,2.942480725
ERVH-6,4.110688966,4.289244285,4.765062611,4.056236685,2.794775585,3.47054988
ERVH-6,5.14102808,6.546976236,7.266046267,2.245815077,4.477411816,5.682862594
LYZ,5.192257302,3.59315056,5.637340716,4.104177284,4.126857251,3.585911962
CD79B,4.327931625,5.392568155,5.017547827,3.243716297,2.998791237,2.041211436
CD79B,4.734790897,4.941040562,5.244167815,2.894631535,3.654515739,3.87779332
SF1,-1.258577023,0.987364528,0.118864681,-0.323286671,-0.105997942,-1.274340849
GEMIN7,5.34725107,5.108432456,5.401063816,5.814509408,6.476603649,6.244847111
STH,3.665733847,5.007276247,4.834084173,3.312261464,2.927052581,3.828398018
ERVH-6,2.005202345,4.920755384,4.521157553,0.701203035,3.385941757,3.821567367
ATN1,1.981129298,3.306187857,3.31553435,2.108761959,0.56807103,2.144405367
,-0.637802825,0.253977168,1.08234153,1.812609119,-0.814283122,2.72280917
CLEC7A,2.780700645,3.671780228,-0.722065227,-3.335090513,-1.67681673,-1.786288163
C7orf34,4.03390749,4.287730846,5.164677686,1.439245461,1.163357032,3.707867092
CDKN3,7.524142054,5.882963341,6.22277945,9.299524003,9.399245876,9.044552589
CCL5,5.298705965,6.347539876,5.814676026,4.27650411,4.179932969,5.050414628
RBM15,6.931718509,5.95315347,6.515595771,7.470748341,7.363749301,7.586419488
RBM15,4.730672559,1.606300084,4.696149651,1.638036755,3.642193247,3.050017525
RBM15,8.298429211,8.03100915,7.953253597,8.835396732,7.97096291,8.246341576
MKL1,4.162274498,3.767284014,4.569175103,3.390667686,0.033990277,0.5026463
TIMM10,8.726919748,8.82620525,8.864532845,10.19319268,9.385842992,9.350819873
GNG4,0.792605513,3.495695163,3.177382062,0.432136302,0.354610132,0.697675976
GNG2,4.069573287,2.051111036,2.810967438,1.581606739,2.856965777,0.169296491
CDC25A,2.756263284,-0.333877879,-0.854852119,3.042752886,4.788737906,4.355516722
BPIFC,1.176756793,3.725904718,2.789493477,0.236437512,-1.460369675,0.657996634
ZAR1,2.543525578,3.414609136,4.642054582,2.641206123,2.927909724,3.75159226
ZAR1,5.075998907,5.061205918,5.649968905,4.118957679,3.781527581,3.880597374
POSTN,4.36178941,4.701465886,5.641837891,2.26532887,-2.92746883,-0.875783049
POSTN,9.184091811,7.932055264,9.38116871,3.27585036,1.863538087,2.331080315
CD79A,5.371039538,5.973833953,5.745366427,5.455228571,4.843295486,5.912956381
RHEB,7.847840356,7.810648748,7.944050217,9.54500499,8.827021893,8.299945207
PQLC2,4.538972645,2.947039575,3.711450854,3.70509322,4.240528046,3.706198987
PQLC2,4.217703781,2.048724443,2.773019433,4.168930802,3.851769027,4.432571965
IRAK1,0.344737616,3.045348605,5.506221086,0.472841253,-0.468956466,3.778334754
XRN1,4.518667317,3.563463237,2.759856766,5.456030722,4.265526912,4.390839621
LINC00520,6.043121363,6.394390665,6.563043699,4.63106935,4.874246139,5.156097238
C11orf63,1.657200957,0.85200683,1.04137617,1.613937059,0.823447748,4.210225196
TRIB3,1.25841641,2.394385177,2.850335382,0.861344024,3.204866891,3.497267457
PHF23,5.571919463,5.385834797,5.687183895,5.179383654,5.678708579,5.899412515
TMEM192 /// ZNF320,6.936685047,7.352705567,7.048868273,7.944688638,6.727716285,6.645759291
CCDC116,2.517104324,3.114501959,2.62090072,0.73955435,1.32656611,1.65779547
ZFP82,6.932840719,7.02323317,6.841281284,7.203328424,6.664113017,6.78660943
ARL17A /// ARL17B /// LOC100294341,-2.755902073,0.595933254,0.350870602,-2.731618309,0.863954304,-0.769019887
ARPC5,6.576907551,6.563742352,6.67795919,7.414067863,7.443548638,7.618906687
LOC400692,1.168333954,-1.22436449,1.235518758,-1.037961887,0.155075645,-2.157791884
FCRL5,4.128738812,5.005355071,4.267955212,0.667283591,0.349286006,0.204866891
ZNF385B,0.364785319,3.889064624,3.474345182,0.55505044,1.709877301,-0.264105283
ZNF385B,2.620168789,0.896884065,3.599389212,1.797697836,1.58170314,3.663663412
C11orf57,6.502265353,6.549222494,6.041477366,7.638247645,6.376899829,6.507212689
MAP3K19,-0.156326429,0.285508752,0.19406183,-0.879709113,1.020719092,1.718824091
MOG,3.532641124,3.904089049,5.266850243,-0.188042399,0.135377261,2.583783818
EXD2,1.107962323,1.484787778,4.826934849,-0.145284582,2.160397471,4.410497144
CRISPLD2,1.926690228,2.514677764,1.748856203,1.00483214,1.009769957,3.312238226
ARHGDIB,4.05156352,5.736382988,6.018053259,2.057630489,3.643140436,4.895176574
ARHGDIB,2.511779215,2.767540395,1.833303021,0.812144953,5.00784134,2.873114316
RHOA,6.139981027,6.092234928,7.18505381,6.60894375,7.084712736,6.571001716
L3MBTL2,4.15747225,2.616435335,4.255213676,3.074214265,3.941322323,2.853283103
THSD4,3.043874656,0.703463986,2.743297373,2.216119568,-1.692231097,2.543792806
THSD4,2.752947644,4.326508586,4.348374075,1.735340204,2.456453973,2.444102493
SAMD14,2.344888135,4.498576395,3.683471893,3.661008455,1.494661372,4.439776042
MKS1,5.077016492,6.052015863,5.669040943,5.189599244,4.898218028,5.431983923
AKT1S1,1.526855067,1.001427562,2.683186649,1.330518245,3.170282425,-0.3667083
FAM138A /// FAM138B /// FAM138C /// FAM138D /// FAM138E /// FAM138F,1.465337188,2.264707563,0.582247681,0.897813517,2.5231981,0.019417261
PACS2,9.059704076,8.901720703,9.579644043,8.065496918,8.39168181,8.378351219
PACS2,7.104535855,7.71977212,7.211226401,6.459092217,5.570851483,5.850429403
BIRC5 /// EPR-1,4.844355521,5.371959556,5.319542069,5.492308275,5.565539296,5.687752187
CCNL1,4.159435436,3.19878015,4.811994991,4.287435356,1.688310184,-0.609616259
ESYT2,-1.685431075,3.478531813,-0.457209056,-1.837691982,2.343274207,-0.753888692
ESYT2,-0.177033331,3.066335504,3.537966932,1.328532042,1.259218244,2.981845348
LRRC41,3.189568408,3.745678357,3.989402448,2.209450246,4.988502918,4.37374564
KLF6,12.2407645,12.57344364,12.24868663,12.00307161,12.04777489,11.87466635
IRGQ,9.443617011,9.829866997,9.299924608,9.274245352,9.014765345,9.220915157
UCHL1,4.334217856,1.666761136,4.472403287,3.717956025,3.484047879,3.448332745
POLR2B,1.6287596,4.09396575,4.309329007,3.809013068,1.784428601,3.621969796
POLR2B,12.16308985,12.25136997,11.5757614,12.282712,12.07984141,12.34871709
C3orf79,2.770380843,3.371698247,4.391870805,1.340545179,0.268182843,1.047573287
MSANTD3,8.38843496,7.399931556,7.236416081,9.973926917,9.892541299,9.992994967
CYTH2,4.006172332,2.355292595,3.675307851,5.835241967,4.367091446,5.084893406
HNRNPM,6.227357944,6.829253387,6.664625055,6.786949152,5.674036865,6.217056186
HNRNPM,12.90130815,13.04061508,12.88100878,12.05336933,12.30239617,12.50048838
,8.156335937,9.10393032,7.889503963,5.9514316,6.105797487,5.77332386
,2.225990546,4.557085315,4.774708006,3.853127374,2.165918369,3.761944762
LOC284454 /// MIR23A /// MIR24-2,7.85716614,7.769421335,7.560111158,7.420212891,6.797116765,7.132854415
RBM18,5.804830575,5.942366709,6.322517676,6.185813038,4.791881777,5.405886876
SEPW1,10.32559779,10.14024184,10.75066512,9.382643479,10.46872585,10.76022926
PSMB8-AS1,5.576718636,5.653922738,5.756465588,5.863487538,5.746992565,4.081297014
PSMB8-AS1,4.981884611,5.813424641,5.600454123,3.832130501,3.7322692,3.123038729
AKR1C1 /// AKR1C2 /// LOC101930400,4.504410646,5.621459973,5.259087901,1.425448562,1.021785291,0.684998222
AKR1C1,1.318339982,1.21958055,1.695316834,0.051191101,0.27361137,0.404434497
AKR1C1,4.235949114,2.322262761,5.386604044,3.690595885,3.645321224,4.438119824
THUMPD3-AS1,4.408508076,4.393642719,4.961345504,4.89782126,3.999386724,3.552290989
THUMPD3-AS1,5.733335358,5.779196673,4.924394477,4.984657701,4.054058337,4.069324088
MICALL2,5.070651222,5.585314115,4.332915552,5.275483893,4.398945441,1.173504852
PDHA1,10.03559642,9.39211775,9.313910169,9.793574049,10.97121302,11.1600731
TOLLIP-AS1,4.609684055,5.501251232,5.739702314,4.038146419,3.570730072,3.927147423
HEXDC,6.182078465,5.586629653,5.01699098,4.434441416,5.370474692,5.645733357
GNG4,5.875841484,6.225826325,5.519881529,-0.889348113,1.54912698,2.20423777
LOC100507477,4.113275428,4.680200563,5.213607799,3.240370815,1.798457026,3.194668616
LOC100507477,0.647213183,0.770253967,2.277824108,-0.368450519,-2.899501312,2.614450725
RNF207,5.945904957,5.929256041,6.493479219,6.146245863,5.607700188,5.251363108
TTC28-AS1,3.960632177,2.730379106,2.41292511,2.202480412,1.769479786,3.319197376
GLIDR /// LOC728903,5.851074377,5.928270823,6.422165709,6.24631307,7.28644687,7.537513511
GLIDR,5.967000253,6.713668324,5.575082353,6.141988573,7.390323753,6.940401698
SRGAP1,5.117520513,4.753914691,5.754588245,4.826385778,4.407366349,4.288661245
SRGAP1,2.465352862,4.728617135,3.718032769,0.069097194,1.988964565,0.561917514
RPS24,8.818955984,8.010466565,7.619024111,8.245890167,7.71101301,8.029430799
ERVFRD-1,0.346032134,0.005054993,-0.124660282,-0.027227954,-0.770480984,-1.358435475
LZTS2,6.808024589,6.52682002,7.129839378,5.519079509,6.510925535,6.577804937
SPIN3,4.810566494,5.194390472,4.882726185,5.844963057,4.301587647,4.113950482
SPIN3,6.106174505,6.396537996,6.430141398,6.726013749,5.42648282,5.454527968
PSMD6,3.531094453,4.17650629,-0.109094208,3.280243696,2.423018732,2.256787255
PDSS2,6.614428638,7.487679279,7.133717634,7.064419436,6.940754047,7.310267402
KB-431C1.4,4.681364928,5.238698981,5.697184436,4.284995247,3.296921345,4.016906321
CRTAP,10.68416126,10.75986322,10.87771358,9.579749624,10.70667731,11.03624918
LOC101928605 /// OR2A1-AS1 /// OR2A20P /// OR2A9P,3.04573826,4.598335427,4.313136992,4.566991676,2.693638607,1.48549896
PSMD5-AS1,4.460152786,3.884715129,4.787066729,4.796519886,3.772455785,2.902567582
BC038731 /// CTD-2284J15.1,4.392708958,4.890067242,5.260477369,2.585933588,2.251313112,3.403881215
MTSS1L,1.141713978,2.078193087,-0.842557825,1.657022555,0.636868191,-0.952634717
DNM2,1.368198421,1.646370058,1.054855421,3.738702995,2.804129988,4.379905093
ADAM15,6.338579516,5.567542406,6.475872831,3.947955976,3.808714537,5.522934561
,5.138454078,5.688999966,5.484985578,5.78369237,4.402728997,4.151655903
ANKRD36C,2.808207921,4.347339667,1.522944601,3.785090155,0.348368409,3.429200837
DCTN5,5.658594246,5.919583213,5.849000933,5.70774564,5.672626174,5.170662191
ARMCX5,5.188654118,5.072933269,5.622748832,4.249710797,5.76800166,5.72076822
FRY,5.217637871,6.313095261,5.50832089,3.804001915,3.471291528,2.294967689
TCAIM,5.334353743,4.675098921,4.279775849,6.890203467,7.586817275,7.306535672
TCAIM,8.24631307,7.189765269,6.709607707,9.17498309,9.486201504,9.613649515
AGAP2-AS1,1.642285683,1.770469649,1.969126539,-0.017820129,-0.102771968,2.022492101
FAM120A,5.571716244,6.335072301,5.348600696,5.143368927,5.325717402,5.227587065
PTCD2,7.264752219,7.125165466,6.9157121,6.77375902,7.021546353,6.966591968
ST7-AS1,4.270573792,4.996700574,5.552967211,4.767824268,3.325156118,3.9833676
GON4L,3.153179492,1.182317275,2.360069245,3.522332005,4.280644587,4.680465018
EXD3,1.634398108,1.657274141,2.121506165,2.303976503,1.086097576,-0.033244704
RPUSD3,7.403173971,7.997766603,8.030485064,6.091824637,6.359150399,6.813922248
CBX3,6.685015047,5.873097086,6.358556263,6.318672951,5.901808176,6.655852677
CASC10,7.322360838,5.661384776,6.586593627,3.881429697,5.565106649,5.291154119
CASC10,3.950860296,2.122791972,2.45794619,3.326105856,4.10353121,3.264155065
,-0.352153185,2.204857503,3.554441505,1.982849412,-2.397782591,-1.437627144
,3.853935783,3.649500499,3.637702976,2.582185045,0.021351798,3.364936562
,1.747855689,1.005011863,1.763411574,2.591440065,-0.783844415,1.405317129
,6.516517922,5.990419421,5.664189834,6.365881469,5.126762283,5.077529287
TSGA10,1.688453426,1.637447954,4.923396424,3.600174586,1.001888694,3.356918487
TSGA10,3.335969103,2.826603398,-0.566066301,1.066784962,2.09546876,-1.465695312
KIAA2013,4.851229328,3.469430179,5.462363211,4.330902541,3.851439235,5.035641503
HUNK,4.792386869,5.011106467,2.14266503,1.406601974,0.565811615,2.672746659
VIM,7.339217572,7.096989175,7.05265499,7.488257913,5.232104291,5.739985778
LOC101928001,-2.059741521,-2.248704253,-0.334414397,1.20258698,-0.534476824,-1.961322219
LOC101928001,2.760359353,1.207980285,1.838044126,2.608049854,2.787177505,2.404619786
MIR205,4.042066443,1.843983844,1.735114873,2.7893954,1.034694656,-0.080447867
PGAM5,4.583109853,2.940837659,2.431860938,5.134122347,5.137683849,5.189761316
FAM120A,4.414818824,4.45819168,4.803325211,3.605636558,2.234035266,3.942308056
FAM120A,8.183104352,7.861688679,8.021429756,8.847307955,8.998658121,9.087431017
FAM120A,4.061007131,3.99486932,4.091124334,4.059528335,3.371963039,4.158781337
FAM120A,5.343095086,4.834680881,5.26391328,5.689799544,5.628003641,4.703366528
CD55,4.889210679,4.250089935,5.566465091,7.318009468,7.725577576,7.315557174
LOC101928717 /// SLC19A1,2.772631025,2.503722719,3.083305289,1.67607329,0.642165515,1.145860022
LOC101928717 /// SLC19A1,4.431094722,5.077067779,4.898063205,3.554711629,2.022193791,3.59106899
CRTAC1,4.296956574,5.305963227,5.651433488,3.577465084,3.368558843,4.056739581
HINT1,5.1711788,4.887379044,5.088175526,6.301801621,5.411395737,5.590616989
HINT1,12.35029557,11.82276599,11.64778219,11.80594938,12.20700822,12.59734727
B3GNT7,0.978532463,2.855108667,2.922723061,0.722028778,1.337054524,0.661877266
B3GNT7,4.138224691,3.852288546,3.476277986,2.336106254,1.63480234,2.39159727
ARL17A /// ARL17B /// LOC100294341,4.376957114,4.753545706,5.194327429,5.134763081,4.650460137,4.439483515
,6.714561502,7.473299871,7.100536196,8.191370181,5.778847238,5.017097912
,6.37503074,6.630628254,6.337827031,7.604375314,4.926502376,4.347070315
FBXO28,5.301470587,6.315395954,6.643664299,4.722039711,3.985509538,4.706729455
FBXO28,7.911613693,7.182880964,7.633358551,9.223041166,9.13481133,8.998734269
FBXO28,0.52404361,1.914549216,2.572867846,0.67833337,2.610563061,-0.645726142
,4.082770704,1.594820821,4.564256211,4.757583356,3.910838174,3.732497147
,5.114317046,4.506341702,5.036490146,5.804657654,5.950393758,5.47678994
MYL12A,5.606989946,1.170149403,5.409407909,6.47522921,6.784726442,6.887062169
MYL12A,3.173053857,3.701194161,2.31553435,3.846222503,4.185279836,3.763432822
MYL12A,2.149630074,0.805531853,1.610676442,3.029931643,1.953231709,3.334782776
LOC100130417,0.9709567,0.953607943,1.52326586,-0.478179361,-0.113632469,0.349920054
LOC100130417,5.662382122,5.806893701,6.372100643,1.918325167,4.422165709,4.432645453
ASB16-AS1,4.515075324,4.387700288,4.675341728,3.685469262,2.866694376,4.015221007
ZFYVE16,5.105962969,5.435571925,5.061724363,4.206041455,3.115702482,3.594488834
C17orf64,1.766145641,2.2282338,4.227394529,0.937253985,0.103826594,1.264122028
LINC00661,1.99868294,5.204410727,5.577594993,0.641092804,1.091462891,3.912879758
DAAM1,3.641962131,4.348069498,4.361052448,5.297147387,4.227194263,4.070904484
C22orf42,3.104995787,1.926553611,2.152322976,2.982851237,2.015729484,-1.176025695
C22orf42,3.490441771,1.465770776,5.046953724,1.773506907,2.974211738,3.791678649
CACNA1D,5.116921963,5.392200628,5.722610833,3.836964299,3.428142391,3.820863123
DIAPH3-AS1,0.300358052,2.115655879,1.226292726,2.859224162,-0.28958212,0.171296513
DIAPH3-AS1,3.46483814,3.699929136,4.278044239,2.32167993,2.114033801,3.103982653
EIF4A2 /// MIR1248 /// SNORA4 /// SNORA63 /// SNORA81 /// SNORD2,4.351861504,4.308644831,4.938925593,3.631930772,2.317590611,3.790386295
IGFBP5,7.729770273,8.47112648,6.73122398,1.400401304,1.967068981,1.312072641
ATP5H,5.725083997,6.516248431,5.174210647,6.17807919,4.475104344,4.797028546
BTBD7,7.208107522,7.033059529,7.168611952,7.042677165,7.263231636,6.780454466
LOC284939 /// MAPK8IP2,6.424174689,7.045421127,7.630864104,6.605633595,5.674632956,6.305496352
LOC101928817,3.851619131,4.554877362,1.674632391,2.903026698,3.262993829,-0.159194387
LOC101928817,-0.38436901,-0.572865864,4.405849444,1.616447098,-1.628885026,0.999004197
CSNK1A1,5.312029789,4.408093625,5.071200616,5.090349585,4.222866372,4.317759904
CSNK1A1,6.134765134,5.710189283,6.399271942,4.981190505,5.22517851,4.802332826
,4.171751259,4.329073352,1.315531452,0.780637661,0.482930868,1.643135817
PEX13,6.134044289,5.676718744,4.581929656,6.925002476,6.878762119,6.862699341
KLHDC7A,1.038689017,1.250725146,2.160271604,0.384016641,0.401968985,2.141409901
MESP2,2.754660928,5.943986945,3.980436657,2.172215464,1.634305165,1.949796369
MESP2,6.250666033,6.89858325,7.378789038,6.29000041,5.405318491,5.811602039
NBEAL2,4.125394872,3.301834903,3.031681025,2.012010795,1.622986559,2.473418075
GPR180,4.319950248,4.854589165,4.618009545,3.024027068,3.116236652,3.731672024
GPR180,3.584024444,3.717561277,2.849336788,3.652211123,2.330598554,2.439436971
EME2,5.725111271,5.744761196,5.347024237,3.706950426,1.639820237,1.888636108
LINC00893,2.835428947,3.699107385,2.754972993,1.31750668,1.375039431,2.34332538
NMNAT2,4.674471951,4.455741473,4.177104553,5.390939335,5.846082062,5.849551474
SMTN,5.120165287,5.845432342,6.162999499,4.322822289,4.023113383,4.820939688
LINC01138,5.321051391,1.450047253,1.951602714,5.337261518,4.477988108,5.181631336
MTMR11,5.863445412,4.217579713,4.773009935,4.453405636,6.865547703,7.073134705
ZNF207,7.691596974,8.018689805,7.700661654,7.424443461,5.504582259,6.401427386
HHIP,5.590817563,3.983695933,3.313129735,5.270300934,7.104242294,7.609747576
GPR173,0.956547383,2.417336765,4.810874922,-1.043984993,-0.465723205,0.562630755
GPR173,5.503619056,6.332226358,5.161379829,2.446722053,3.510531578,2.903248487
LINC01089,5.702712945,7.05883598,6.653561662,4.771045698,1.892534802,4.849934227
TTN-AS1,6.299482791,6.328577997,6.394251741,5.2980424,3.39818617,2.443049621
LINC00599 /// MIR124-1,3.850269364,6.000513869,6.276429666,3.421021274,3.035440922,3.26932046
MAGEE1,7.686584565,8.771238544,7.380876605,7.846718954,7.644966637,7.173677136
LOC100507564,4.493608909,4.429642743,4.464720538,3.392894385,2.121516112,3.363465475
RTN4,7.226730081,7.568799777,7.182493675,6.281579566,5.529761614,5.409326438
BICD1,6.792308773,6.664369059,6.705245313,5.589403967,5.965491099,5.39906511
DNAJC7,7.060479781,7.422762811,7.244211589,7.80451827,5.662658407,5.601081398
,3.96475903,4.754748569,4.692466256,5.385016807,3.58508272,1.885324458
,5.210314826,6.194128431,5.94409474,4.244810966,2.472144603,2.51841428
SIK2,7.091308434,7.02470752,7.443706099,6.128575923,5.732380464,5.930309196
