Gene_name,GSM1342279,GSM1342280,GSM1342281,GSM1342282,GSM1342283
JMJD1C,0.14083004,0.07859993,-0.036544323,0.060431957,0.095761776
RAP2B,0.23869562,-0.005044937,0.04095745,-0.10201216,-0.016716003
C1S,-0.3664956,-0.28785324,0.6431365,0.73410034,0.59583616
SC5DL,0.51907825,0.57263756,1.6410122,1.7007618,1.5469799
LOC646731,-0.02495718,0.13725853,-0.060036182,0.052397728,0.07351351
OVCA2,0.038629055,-0.15170956,0.34459543,0.066973686,0.42134857
UCP1,-0.115814686,0.2856865,-0.2028842,-0.136724,-0.21980715
NXPH2,-0.31365967,-0.46104383,0.34565306,0.109609604,0.1962347
ZNF268,0.15723562,0.20684814,0.30470228,0.38548088,0.33784676
NFATC3,0.18529224,0.07012749,0.007652283,0.081885815,-0.003069401
COMP,2.5757017,2.7466822,-0.8925657,-0.80181646,-1.0072451
BDH1,-0.053606033,-0.1522913,0.06658363,0.06958294,-0.20975256
DEPDC2,-0.007712841,0.02092123,-0.2808466,-0.076161385,0.08668995
LOC650553,0.1542201,0.02752924,-0.01465559,-0.024153233,0.31021595
FGF12,-0.30218554,0.09186077,-0.21954203,-0.47354126,-0.19490719
BTBD16,0.037953854,0.000208,-0.15080023,0.26021957,-0.16493034
LOC648852,0.2610693,0.2547245,-0.31870365,-0.7519512,-0.8234768
GPR109B,0.16373014,0.10384512,-0.044716835,0.039082527,0.01315546
KIAA1530,-0.03241682,0.3481326,-0.05380869,-0.13653469,-0.042448997
LOC441377,-0.8505821,-1.0107155,-1.1269817,-1.0572243,-1.1532784
PGA3,0.066281796,-0.15965605,0.015716553,-0.1490283,-0.012912273
ANGPT1,0.7950282,0.8749213,0.13647604,0.28156424,-0.11984539
LOC642325,-0.13456917,0.09742975,-0.003152847,0.11879349,0.27940035
WFDC9,0.056043148,-0.11866188,-0.12919378,-0.046945095,-0.12204838
TMEM104,0.50640345,0.51792765,0.008802891,0.2450037,0.2583127
CABP1,-0.04519987,-0.11984396,-0.062182903,-0.27778053,-0.12695885
TMPO,-0.9897046,-0.97793627,1.2404747,0.80532074,0.84383965
UBE2D2,-0.2579236,-0.652792,0.04903984,-0.11135006,-0.07362747
LOC440905,0.5754094,0.1567235,-0.19094467,-0.24957037,-0.21198606
POR,-0.4401598,-0.11192703,0.11679363,0.15179443,0.38419056
ZNF559,-0.04542637,0.049977303,-0.37547398,-0.4756708,-0.39152908
LOC644554,-0.1336217,-0.19839287,0.2875452,0.12330866,0.32401276
BRCA2,-0.2935071,-0.1624794,0.23012972,0.096609116,0.010300636
LOC442057,0.22984552,0.08861923,0.1670928,0.031120777,0.11235571
SGTA,0.013259888,-0.04109192,0.1663351,0.30342007,0.07761192
LOC652821,0.3130479,0.24330997,-0.073832035,0.16802883,0.12638712
LOC127602,0.409966,0.4262743,-0.16663742,-0.037234306,-0.09789419
ABCC3,0.55952835,0.50813675,-0.26860332,-0.38965225,-0.22413158
KCNH6,0.14850378,-0.11497116,-0.014656544,-0.26554155,0.08302879
RAB4A,0.0929966,0.28269863,-0.531476,-0.28413963,-0.42752743
TLR7,0.7459693,0.8728099,-0.61481905,-0.5049591,-0.7688074
LOC158257,0.30728245,0.030412674,0.1345048,0.039694786,0.026137352
LOC652438,-0.04166031,0.28323078,-0.04615736,-0.09819412,0.06630421
CNOT1,-0.17288303,0.040246487,-0.09115648,-0.103568554,-0.098259926
LOC644710,0.054635048,0.15929174,-0.003184319,0.31230593,-0.034519672
TCF7,-0.10973978,-0.21018505,-0.22543907,0.01892519,0.21644115
RARRES1,-1.5540686,-1.0621443,-1.6799922,-1.7462521,-1.6570892
LOC284232,0.15171671,0.09582949,-0.008609772,0.02010107,0.020477772
LOC643950,-0.009698391,0.11594534,0.06291103,0.13575935,0.034441948
CCDC105,-0.05699444,0.041238785,0.024382591,-0.03362131,-0.18420696
PSMAL,-0.15188599,-0.17098188,-0.0633893,-0.048415184,-0.111857414
ADRA2B,-0.19494343,-0.20523405,0.12012482,0.21844387,0.36752415
UBE2L3,0.9744148,0.96189976,1.1383085,0.82285595,0.88781834
LOC255275,0.09070158,0.24196959,0.095710754,0.011188984,-0.013643265
FMO4,0.6380296,0.48047638,-0.42270613,-0.49068975,-0.71551657
PMS2,-0.9451995,-0.56736755,0.69835377,0.6985121,0.9242954
LOC196549,0.53910923,0.3186741,-0.03824711,-0.21700668,-0.1309042
LTF,-0.6793089,-1.2260747,-1.2483559,-0.9929023,-1.2607388
LOC646617,0.059257984,0.001508236,-0.13109589,0.025464535,-0.049214363
LEREPO4,-0.18077707,-0.041437626,-0.12506104,-0.040277958,0.22622442
SHISA4,-0.42155933,-0.66170025,-0.21177578,-0.19956827,-0.03706312
LOC653764,-0.4887185,-0.13690662,0.479568,0.34277582,0.4218831
AFF3,-0.29842758,-0.39927673,-0.001978874,-0.18419838,0.010642529
OGFOD1,0.9397211,0.7481394,1.3449793,1.6083832,1.3781767
OR4K17,0.07894182,-0.1629448,0.11666107,-0.045356274,-0.2888322
ENTPD6,-0.21622705,-0.37688208,0.004060745,0.104690075,0.333467
LOC127011,-0.005447388,-0.062150955,0.2448268,-0.013496876,0.17525578
LOC642397,0.31177187,0.03926897,-0.008467197,0.13951397,0.030975819
GPHN,0.46706676,0.43488312,0.35182095,0.22572994,0.24637127
TMCC1,-0.06507301,0.025906086,0.25559473,-0.33213854,0.014600277
LOC654249,0.041984558,0.03311062,-0.059513092,-0.032823086,-0.24603605
KIAA0649,0.06848717,0.3631091,-0.26423407,-0.39291668,-0.25452518
C1orf129,-0.32847452,0.15969896,0.18187475,-0.26866245,0.13825035
KIAA0692,-0.059886456,-0.02311182,0.079873085,0.28952646,0.24757957
TMEM41B,-0.017989159,0.095294,-0.23546505,-0.32157326,-0.29835224
MGC88374,0.009823799,-0.18135548,0.001403809,0.2086544,-0.10328913
LOC643824,0.31055117,0.26579046,0.020549774,-0.067530155,0.04952717
LOC651561,-0.28165007,-0.10772276,-0.31928635,-0.06692362,0.12166357
HIRIP3,0.23293972,0.12785053,0.30950737,0.049861908,0.5364857
LOC127406,0.016691208,-0.117574215,-0.00059,0.1861167,0.2802968
FGB,2.201364,2.3256898,-0.5630865,-0.69524956,-0.87374115
HOXA3,0.10484743,-0.10380554,0.16541481,-0.04391861,-0.15277672
C19orf24,-0.12093258,-0.22831821,-0.12339592,0.2452116,0.08252716
TRIM21,-0.047930717,0.10389328,-0.080984116,0.002205849,-0.089242935
CASS4,-0.03087616,-0.08049965,-0.048208714,-0.3144002,0.089673996
HCRTR2,0.01749754,-0.024790764,-0.1102376,-0.06401873,0.027230263
YY1AP1,-0.01154995,0.09325218,-0.09593868,-0.20657492,-0.09655142
FKBP2,-0.13923836,-0.15691185,0.17514706,0.17803526,0.07520962
CCDC74A,1.0781126,1.1877117,-0.7699752,-1.0477166,-0.90389013
MAP3K4,1.9268351,1.8342066,0.9333954,0.94318295,0.8438034
SMPDL3B,0.4479084,-0.013083458,-1.0951619,-0.71106195,-0.63772774
KIAA2010,0.32590866,0.3155365,0.5240307,0.5786419,0.3273859
LOC649527,0.11466503,0.06272316,-0.140234,0.11384678,-0.25616932
LOC650098,0.009851456,0.019705296,0.001217842,0.02352333,0.054986
TTC4,-0.06655407,-0.09058285,0.31749916,0.3223982,0.38007355
LOC339799,-0.10741949,-0.22551107,-0.17926645,-0.12367201,-0.28603983
ARHGDIB,1.326292,1.3644934,-2.4132423,-2.3983192,-2.7212582
LOC641772,0.035604954,0.050070763,0.043365955,-0.023976803,-0.00868988
LOC651186,-0.1579194,-0.006440163,0.29110527,-0.04069662,0.10338783
OR6S1,-0.12290859,0.2277751,-0.50660276,-0.32424212,-0.044301033
LOC642009,-0.09802294,0.042711258,-0.06529617,-0.13957691,0.032222748
LSM7,-0.43086243,-0.38074684,0.05778408,0.21332645,0.17375755
MME,0.7238631,0.55392885,1.0706153,1.2816777,0.5166402
LYPD5,-0.33760166,-0.38028955,-0.33092737,-0.284163,-0.40154123
CXorf24,0.110004425,0.17745876,0.06576252,-0.06714678,-0.08191395
CDRT1,0.17124224,0.33012104,0.1737647,-0.1408267,0.20077991
ATP6V0A4,1.0336795,1.1480794,-0.44977474,-0.22147179,-0.17792797
C9orf153,0.001023769,-0.17651796,-0.056857586,-0.25313663,0.1575489
GDF10,-0.45302773,-0.13772154,0.37010098,0.34898138,0.3224001
RBMX2,0.18037271,0.057949066,-0.17465973,-0.1343193,-0.10100269
LOC653182,0.11787224,-0.09098911,0.062123775,0.07646179,-0.04588461
NBPF5,-0.0442667,-0.07589054,0.11254358,0.023569107,0.20834827
TMCC1,-0.06390619,-0.24411726,0.18547583,-0.029448986,-0.16037512
LOC653349,-0.012033939,0.025263786,0.15639067,0.15490723,0.0968976
CHRDL1,0.23424864,0.09800768,-0.020748138,-0.2520213,-0.09747696
MGC44328,0.11888981,-0.04885149,-0.14457083,-0.14323282,0.09082174
KIAA1267,0.8333092,1.0081673,-0.7967615,-1.0874796,-0.8262081
LOC643558,0.643229,0.26105642,0.022833824,0.18937683,0.15005589
LOC643446,-0.08447933,-0.14248705,0.13930035,0.08531666,0.058029175
EIF4G1,-0.11970663,-0.098725796,0.06728983,0.08973551,0.16010809
LOC644001,-0.1317687,-0.23197508,0.32425642,-0.012043476,0.16771126
ALOXE3,-0.11633682,-0.015269756,-0.067350864,0.035690784,0.10158682
LOC649937,-0.056088448,-0.0476017,-0.07611561,-0.04929495,0.008202076
LOC646114,0.115653515,0.31863356,0.042121887,0.042013645,0.15217447
LOC642464,0.17131329,-0.02123499,0.037242413,-0.23084211,-0.004135132
HMG20A,-0.4214754,-0.3119278,-0.5187359,-0.16410732,-0.34696484
PEX16,-0.06839514,0.09256554,-0.11236048,0.24301815,0.06178379
SULT1A4,0.4273348,-0.07219362,-0.057011127,0.10400534,0.017081738
LOC647413,-0.015945911,-0.09701967,-0.2691884,-0.04102993,0.081908226
MGC40489,0.58046436,0.66028595,1.8997889,2.0968113,1.9403362
LOC644452,0.3714037,-0.001552582,-0.009395599,-0.05978203,0.13133955
LOC388397,0.04826784,-0.22935104,0.26272154,0.30082417,0.22066498
LOC642252,0.09650898,0.022692204,-0.031981945,-0.001791477,-0.09749746
AASS,-0.18993998,-0.41232824,-0.015305042,-0.15552235,-0.060756683
LOC642335,0.24029732,-0.052256107,-0.12747383,-0.003323555,-0.26134777
TNRC18,0.30605316,0.12554932,0.039798737,0.33338213,0.2972026
MAP1B,-0.03965807,0.026624203,0.04634905,-0.0459404,-0.006819248
FARP1,1.5935783,1.477251,-0.31044865,-0.668623,-0.28989506
INOC1,0.31381416,0.54642105,0.4789114,0.75726223,0.2950821
LOC653468,-0.14258003,-0.020819187,0.13853025,0.24053001,0.043609142
SPEF2,-0.47622633,-0.11331463,-0.028749466,0.03337717,0.05747366
LOC651686,0.11774254,0.09144926,-0.11035681,0.003949642,0.1389575
TMEM178,-0.92632055,-0.84058714,-0.007844448,0.47998905,-0.10937357
FBXO11,-0.07254505,-0.4532838,0.559989,0.21596909,0.49766636
ABCC13,0.46455145,0.05469656,-0.2522173,-0.13994837,0.14261246
LOC642757,-0.05269146,-0.19025707,-0.13351107,-0.063957214,-0.089447975
SPA17,0.3198595,0.4687004,-1.0323758,-0.936069,-0.89254427
FRY,-0.33673096,-0.32163906,-0.15781307,-0.5340724,-0.22131395
LOC440896,0.19637823,0.15198755,0.07307482,0.14973783,0.2280612
CASP4,0.6456604,0.5992565,1.4340162,1.0266724,1.0344133
ZNF600,-0.48603868,-0.14291382,-0.50717354,-0.5063453,-0.83492947
VAPB,-0.16441536,-0.50826406,-0.027056694,-0.42644882,-0.19220114
DCLRE1C,0.41560125,-0.40955734,0.315279,0.36752844,0.5317898
C9orf85,-0.87488365,-0.78346205,-0.3714552,0.000346,-0.086606026
CHST5,-0.05630207,-0.22025347,0.080703735,-0.29372883,0.23267937
CBY1,-1.243609,-0.9812064,-1.2474518,-1.3202705,-0.9814372
CHN1,0.92892265,0.8934164,-0.5146551,-0.48298836,-0.76511
ZNF438,0.085463524,0.15709782,-0.7278824,-0.74120426,-0.8525529
ADD3,-1.866281,-1.9493513,-2.138276,-2.2398849,-2.362876
LOC648044,-0.014194489,0.35889387,0.02229309,-0.18185282,-0.033769608
ACSL5,-0.13539743,-0.119552135,-0.2762251,0.2363348,0.14245653
LOC644934,-1.0538578,-1.2498064,-0.49591923,-0.0754776,-0.37075615
MSL3L2,-0.08573294,-0.032707214,-0.06058836,-0.06444359,-0.19543028
N4BP3,-0.07397604,-0.09951019,0.04450798,-0.00468111,0.031133175
ESR1,1.7166786,1.7201128,-2.0187278,-2.0584083,-2.1365771
ATRN,-0.89093494,-0.6670766,-0.815145,-0.7494259,-0.8586674
KIAA0947,0.18056917,0.16004086,-0.20392084,0.040452957,0.11940718
PEX11B,0.24396324,0.12098789,-0.50412464,-0.5304899,-0.2822132
CPNE9,-0.28303003,-0.26337194,0.07600832,-0.14511967,-0.022460938
LOC644222,0.4435053,0.42083597,-0.017358303,0.18207169,-0.2385993
LOC653832,0.0835948,0.30352926,-0.030385494,0.091460705,-0.10123348
LOC642859,-0.08223963,0.10049248,0.10795355,0.21894026,-0.14888859
LOC652463,-0.09724283,0.3042426,-0.25016785,0.1466918,0.05690193
LOC643913,0.47448492,0.025388718,-0.08266544,-0.047749996,-0.26531124
IFNA8,0.024016857,-0.1520977,0.13666868,-0.05897951,-0.06720734
CPT2,0.16763592,0.12942123,-0.06258869,-0.07507515,-0.03149128
CDC123,-0.5279503,-0.4755783,0.98151016,1.0615902,1.0964365
ANXA6,0.01894188,0.17416,1.3520288,1.4490681,1.2576904
DAK,-0.05153179,-0.18944407,-0.6700578,-0.6608405,-0.44301033
RUFY4,0.26212025,-0.10761118,-0.18502808,-0.20437527,-0.084340096
DOCK7,-0.26828098,-0.20176792,-0.27178097,-0.3746481,-0.3575201
LOC653410,0.21614552,-0.08104563,0.11135864,0.23669863,0.16435003
LOC653867,0.1035347,0.05868244,-0.08223343,-0.005056381,-0.15890408
LOC653303,-0.001548767,0.104055405,-0.07625294,-0.03372717,-0.013620853
FHL2,-1.9149375,-1.9491806,-1.8360667,-1.8929358,-1.7265754
SLC5A4,-0.052633286,-0.19442844,-0.2221489,0.007069111,-0.060952187
LOC651022,-0.012350559,-0.030909061,-0.011774063,0.14173031,-0.18753862
C10orf61,-0.352293,-0.4695921,0.7733698,1.0491648,0.5838461
WDR5,0.38927746,0.004158497,0.105718136,0.17179728,0.04863119
PNLIPRP3,0.075425625,-0.1962161,-0.12234545,-0.15541697,-0.13289976
RRM2,-1.1497965,-1.2584476,1.9981146,2.4454775,2.4039936
KLHL24,1.0497799,1.0551138,-0.9679537,-0.71454334,-1.0266309
FLJ13224,0.13262749,-0.11925888,-0.1973052,-0.016868114,-0.067866325
SLC37A4,0.4025545,0.50669,-0.64348125,-0.98202705,-0.6052437
DBR1,-0.8374424,-0.7150655,0.5107064,0.4133606,0.5194893
USP1,0.10093355,-0.06745911,0.24741125,-0.21278095,-0.20003271
UPB1,-0.1496129,-0.30669832,-0.16016579,-0.068870544,-0.10379839
M-RIP,0.2764988,0.19520569,0.85059166,0.8312044,0.8427572
RBBP8,-0.031811714,-0.0885129,-0.009287357,-0.11080456,-0.046542168
FLJ35220,0.49633932,0.39852333,-0.62897444,-0.57118416,-0.65853167
TAF15,-0.7549629,-0.71780396,0.4237833,0.34246063,0.2687683
PHYHIPL,-0.37098122,-0.17577839,-0.04743147,-0.059908867,-0.15159321
LOC389118,-0.57482576,0.1259079,0.047123432,-0.02946949,0.044768333
LOC644204,0.26788616,0.251863,0.018065453,0.028531551,-0.10999632
LOC648672,0.10534525,0.10228157,0.10958576,0.20007324,-0.13885784
FOXA2,0.073776245,-0.08011913,-0.19696856,0.20205736,0.06657219
NOMO1,0.3617468,0.14698124,0.5557976,0.58578587,0.29297447
NUDCD1,-0.24756622,-0.16545439,0.24078178,-0.18329334,-0.021046638
PFDN2,-1.0130992,-0.8812289,-0.5579629,-0.56472445,-0.51689196
BCYRN1,-1.5534592,-1.5045881,0.7315626,0.82665825,0.63631916
LOC653100,0.5822797,-0.028208733,-0.08723354,-0.044281483,0.1701889
DYNLT1,0.57663727,0.537714,-0.56789494,-0.82306385,-0.6615772
CLEC2D,-0.3578682,-0.54618263,0.37065506,0.24200153,0.20995903
SNX26,0.16423702,0.25158405,0.6487627,0.6528559,0.67213726
HAPLN2,-0.14251375,-0.21588373,0.06610727,-0.06572294,0.033801556
RAPGEF1,-0.36823225,-0.19464636,-1.373116,-1.4087906,-1.2045941
POMT2,-0.0195961,0.09603596,-0.64570236,-0.7495856,-0.7029972
KIAA0831,-0.5861597,-0.7518425,-0.43597126,-0.3315525,-0.39177322
HAPLN1,-1.1171393,-1.1627007,2.2797642,2.3190823,1.9284134
GREM2,-0.12572622,-0.05395937,-0.017308235,0.27411222,0.13203335
LOC645620,-0.051965714,0.01615429,-0.15607071,0.07892847,0.033433914
KRTAP22-1,-0.20751572,-0.25005293,0.059641838,0.10286093,0.013341427
GCC2,-0.15512228,-0.34411573,0.110271454,-0.052269936,-0.01962614
CCR1,0.7738652,0.7671037,-0.36239958,-0.37002945,-0.3512001
UBD,1.2608042,1.3255472,-1.0893354,-1.3056908,-1.4896111
THBS2,2.5202618,2.5707798,-0.011613846,-0.5352459,0.11579895
LOC652606,0.042439938,-0.1373334,-0.21331644,0.036970615,0.10860729
LOC649210,-0.08417225,-0.34268475,-0.297297,-0.03210163,-0.48665857
C7orf29,0.122204304,0.07290983,0.13595915,0.17007399,0.109339714
LOC650006,-0.15586233,0.03323412,0.056229115,0.1434164,-0.1246438
KIR2DL1,-0.22656584,0.07733917,-0.22748375,-0.121500015,-0.033736706
LOC641767,0.005472183,0.28229523,0.089746475,-0.06865549,0.09526014
LOC642816,0.046428204,-0.07211256,0.010902405,-0.08039808,-0.14067793
LOC644243,-0.13874674,0.1265831,-0.11601639,-0.049098015,-0.07513237
YOD1,0.971365,0.6024771,-0.16517258,-0.012960434,0.011922836
SLCO3A1,0.14313078,0.5097971,0.06823444,0.19528437,-0.27878428
POLR1E,-0.5302496,-0.4406128,-0.18502235,-0.055223465,-0.27399254
VNN2,0.9214158,0.84976673,-0.16856956,-0.018094063,-0.039571762
LOC644548,0.01754427,-0.20000553,-0.087099075,-0.066250324,-0.056144714
CELP,0.10515404,0.25306988,0.07070255,-0.16978931,-0.009263516
HSPBP1,-0.41527033,-0.781662,0.8658457,1.3328991,1.2856331
FRMD4A,-0.5551872,-0.4362707,0.78026676,0.81497097,0.9489651
DFFB,0.5930624,0.87809944,0.20270634,0.19767952,0.26071644
FABP1,-0.108493805,-0.18334723,-0.055015564,-0.12998295,-0.021607399
SNRPF,-0.12421131,-0.19561768,0.38502884,0.34610653,0.503006
GEM,-0.5901675,-0.0986824,-0.280972,0.19021463,-0.055056095
SEMA4G,-0.1699357,-0.11534405,0.02647543,-0.049628258,0.04958248
LOC647766,-0.034219265,0.3593316,0.057732105,-0.060154915,-0.09553623
LOC648585,0.03151226,-0.16062117,-0.37180567,-0.266706,-0.4650612
LRRC14,0.3410616,0.30932808,0.4885807,0.3007269,0.3881035
FLJ11783,0.29233503,-0.12311602,-0.17845774,-0.49019766,-0.36520004
SLC12A3,-0.35040998,-0.014576912,-0.12981653,0.018461704,-0.081683636
OR51A7,-0.17703485,0.09313774,0.21541786,-0.19458151,0.050338745
PCBP4,-0.3753457,-0.08514452,0.15572643,0.20940685,0.2990899
LOC641848,-1.6638918,-1.6806097,-2.4609356,-2.335784,-2.0411882
ZXDA,-0.16365862,-0.2134242,-0.114869595,0.05564165,-0.25799942
CASKIN1,0.042900085,0.16822672,-0.21184063,-0.14577198,-0.4425316
SLC3A2,-1.1452222,-1.1928396,1.7844982,2.239767,2.2815437
LOC645937,0.37600994,0.4071741,0.08194637,0.29267216,0.24900532
LOC644584,-0.90801954,-0.41978502,1.4217052,1.4601564,1.5759697
SBDS,-0.581377,-0.4139347,1.8138266,1.6727715,1.9117527
COLEC12,-0.22286654,0.24079943,-0.20863199,-0.24676561,0.07546377
PTPRR,-0.3639698,-0.45683384,0.40877628,0.5179868,0.30503702
LOC647500,-0.15867996,0.33349323,-0.036319733,-0.11321449,-0.19382524
ZNF93,0.08038139,-0.53037643,-0.56097984,-0.5993738,-0.71877193
LOC642965,0.118270874,0.26850462,-0.013313293,-0.19600964,-0.01911974
SFRS2IP,-0.033051014,-0.028688908,-0.15858746,-0.035340786,-0.20791245
RAB9B,0.18576431,-0.053925514,-0.31710625,-0.32516766,-0.38478947
ZNF581,0.020469666,0.028453827,-0.22528362,0.06512165,-0.088191986
LOC644919,-0.58533335,-0.2676158,0.9368868,0.742733,1.1304903
LOC644468,-0.0732913,0.15478039,0.06182766,-0.096963406,-0.088145256
TPH1,-0.065701485,-0.16447878,0.21033049,0.2152009,0.15884113
LOC652448,0.18752956,-0.025111675,-0.06807566,0.1200223,0.1801424
CCAR1,-1.0819163,-1.3244123,-1.1862721,-1.3079848,-1.346798
FAM26C,0.3419714,0.3563738,0.6006279,0.47424126,0.4640193
SERPINB1,0.31960106,0.18841934,-1.378408,-1.2710285,-1.0514221
NSMCE4A,0.026591301,0.04770851,-0.35156822,-0.32899475,-0.5286331
LOC387647,-0.44094372,-0.48573446,0.637795,0.40562105,0.43295527
LOC653547,-0.06929445,0.06320763,0.18267632,0.030069351,0.03340578
FAAH2,0.5163164,0.13689852,-1.0033965,-0.9229517,-0.8055339
LOC642223,-0.011121273,0.08741045,0.117714405,0.013672352,0.006669521
LOC644921,-0.044703007,0.19139194,-0.20190525,0.041650295,0.02379179
CLCA4,-0.9052086,-0.907742,-0.9394784,-0.93971825,-0.8500562
MARS2,-0.1186142,0.07387543,-0.3515072,-0.25984478,-0.44780922
ATP5D,-0.109633446,-0.25010395,0.012231827,-0.15626907,-0.25379562
LEF1,2.1686401,2.2544708,-0.7878547,-0.99022865,-1.1501689
C20orf24,0.41691017,0.35984993,0.4531889,0.5968418,0.49342918
LOC641738,0.09515047,0.3638835,0.108110905,0.17325878,-0.27153492
HSPA9,-1.1804018,-0.9290266,-0.004868507,0.3929901,0.4031868
WNT16,0.45063353,-0.02889204,0.263,0.15592909,0.36270523
FAM110B,0.36200094,0.392756,-0.23426628,-0.37760067,-0.3201394
KIDINS220,-0.08155346,-0.059178352,-0.44467545,-0.44303322,-0.5617542
SGK2,-0.13390303,-0.15055895,0.03518009,0.09273481,0.004797459
LENG1,-0.09559059,-0.64833784,0.06931114,0.17013645,0.40236664
ZNF546,0.054148197,-0.27079535,-0.087721825,0.10115385,-0.07556963
AP3B2,-0.5933037,-0.52309656,-0.13990879,-0.2887678,-0.36188936
DPYSL3,0.79708385,0.8430958,0.27622795,0.33458805,0.5374193
TGM2,-0.8000097,-0.846745,2.3614454,2.1989079,2.29243
PELI1,0.08206177,-0.022118568,-0.946331,-0.86526966,-1.0793457
LOC652094,-0.011054993,-0.08878279,-0.11739445,0.085501194,-0.010068893
CMTM3,-0.18986654,-0.27958107,-0.012914658,-0.061582565,-0.025417805
SYPL2,-0.0945735,0.14438534,0.037835598,0.124717236,0.043590546
LOC643997,-1.7988214,-1.783021,0.11001587,0.033621788,0.41680622
LTK,-0.25847387,-0.3368168,-0.03263712,0.13208294,0.33146954
ARL5C,0.12223148,0.12122297,-0.046666622,0.121481895,0.07424021
IGSF1,-0.6439438,-0.78666925,-0.084522724,-0.07857227,-0.11603975
ZFAT,0.07337141,-0.14056873,-0.026545525,0.03370762,-0.04159069
STK40,-0.41085625,0.024370193,-0.019907951,0.025197983,-0.048689842
LOC652701,0.14898539,0.27230835,-0.20891619,0.018855095,0.11205292
ARSJ,0.105271816,-0.00897646,0.56370354,0.5081215,0.46678877
PSIP1,-0.18326712,-0.1985426,-0.2368288,-0.024895191,-0.24178267
SH2D4A,-0.57472086,-0.535666,0.9873438,0.79833794,0.9906559
EIF1B,-1.2616587,-1.1663132,0.08369255,0.22256851,0.06964493
C3orf62,0.30230045,0.11654186,0.1193676,0.18256283,0.13411283
LOC645342,-0.08666229,0.022110462,0.13571596,-0.034622192,0.051511765
SPANXN5,-0.037662983,0.020225048,-0.0995965,0.13039303,0.08354139
ZDHHC5,0.094864845,-0.06015873,0.30415344,0.21532726,0.4051056
FAM108A1,0.37733793,-0.20147657,-0.07986069,0.043758392,-0.14960146
CCT2,-0.074765205,0.061127663,0.24611378,0.44599342,0.11238861
C1orf108,-0.6327863,-0.30571556,0.4849615,0.8030715,0.61248684
MAMDC2,-2.6538253,-2.9514308,0.58035564,0.50320244,0.64183235
TRPM4,-0.19518948,-0.19595718,-0.92957306,-1.1242676,-0.9641104
MGC27382,-0.24246693,-0.11801672,0.3035097,0.18215942,0.26886892
DDX56,-0.5813265,-0.66210556,0.6856308,1.0598946,0.9139061
DDX11,0.07070589,-0.039993763,0.011191845,-0.24037695,-0.058598995
UPF2,-0.8727479,-1.1012673,-0.7127662,-0.5432944,-1.0403357
LOC729012,0.037854195,0.20948029,0.10555029,-0.07778072,-0.04634285
CHIC2,-0.48380184,-0.3387394,0.06897068,0.18414211,0.22042465
LOC646521,0.2419529,0.1126194,0.017511368,-0.07151222,0.21719503
LOC646861,-0.074682236,0.1292448,0.058244705,0.097362995,-0.015254974
MLF1IP,-1.0941658,-0.60180426,-0.30849218,-0.17061853,-0.13234138
LOC645333,0.1196599,0.32655096,-0.22243834,0.04367447,-0.26030922
PPFIBP1,-0.38960552,-0.43302727,0.8328371,1.0216999,1.0395002
BNC1,-0.4863782,-0.18038225,0.36865664,0.36570835,0.26141548
LOC649990,-0.123175144,0.2388916,0.1265192,0.066800594,-0.04878378
GART,-0.050709724,0.12274742,0.31893253,0.30705547,0.29298592
INTS10,-0.4714651,-0.3042307,-0.4267454,-0.23621845,-0.3851776
LOC650889,0.18161917,-0.00072,0.30261326,0.21091366,-0.26140785
LOC652127,0.37791872,0.081721306,-0.09423399,-0.018285275,-0.029651165
CSNK2A1,-0.5895195,-0.8660698,0.89158106,1.0808978,1.1796622
LOC646094,-0.042883873,-0.026590824,0.23435688,0.21897793,0.29851198
AGPAT1,1.0410461,1.2139082,0.001346588,0.06842232,0.13457775
LOC647163,-0.012466431,0.13185453,0.10180044,0.1413765,0.06918383
IAPP,-0.000186,-0.01629591,0.10220528,0.06156826,0.001222134
GRM3,-0.03839302,0.23108196,-0.12033081,-0.12942982,-0.04522133
WDR78,-0.5039916,-0.46972895,-0.29572725,-0.2232194,-0.21304846
KPTN,-0.25950193,-0.2797222,-0.15719128,0.08916283,-0.17525387
LOC440910,0.1716795,0.14003754,-0.025938988,-0.06146145,-0.0919013
TIMM23,0.55101776,0.59425163,0.940341,0.97413445,1.0195007
LOC653206,0.21682596,0.323339,0.05063629,-0.03587675,0.06364679
LOC283874,-0.31010628,-0.29543352,-0.3734455,-0.41224575,-0.22714186
SETD3,-2.6121445,-2.3164268,-0.83907795,-0.7191267,-0.6480789
GRIK5,-0.2189312,-0.13087988,-0.08559036,-0.06968832,-0.14267778
SGSM3,0.29122305,0.5332513,-0.592958,-0.61910486,-0.77035713
LOC654155,0.6868715,0.6404238,-0.05621624,-0.17844486,0.069526196
LOC728519,-0.14076233,0.07875395,-0.182024,-0.14723492,-0.10792303
LOC642383,-0.06439209,0.015823364,-0.039123535,0.1819005,0.006427288
LOC389033,-0.49521875,-0.2161274,-0.5748005,-0.43502998,-0.61151695
CHN1,0.16844034,-0.20726442,0.066007614,0.049072266,-0.24829865
FAM120B,0.6222153,0.62842464,-0.5726032,-0.50553036,-0.4616604
FTCD,0.01917553,-0.17581892,0.03989935,0.09302473,-0.025577068
SCGB3A1,-0.46430588,-0.587821,-3.422113,-3.4817858,-3.4680471
FSD1L,-0.027756691,-0.16022015,0.69647074,0.5873723,0.20959139
