Gene_name,GSM1342279,GSM1342280,GSM1342281,GSM1342282,GSM1342283
,-0.09137201,-0.26502514,-0.028446198,-0.12077999,-0.1077919
,0.11948967,-0.015201569,0.15449905,0.039880276,-0.17235994
,0.06569624,-0.11518431,0.059556007,-0.4446807,0.048617363
,0.013846874,0.103040695,0.018498898,-0.2222538,0.041120052
,0.2795167,-0.008111,-0.05120182,0.17702961,0.07548666
,-0.19051123,-0.21814728,0.30904913,0.13936281,-0.1814332
,0.3345418,0.173244,-0.12478447,-0.037032127,-0.077878
,-0.119356155,0.5447564,-0.13459969,0.026474953,0.15538168
,0.5663643,0.25436354,-0.04486561,-0.15309191,-0.049314022
,-0.15940475,-0.30341816,0.6100774,0.68012476,0.45826674
,0.048553467,0.29036093,0.05612755,0.17933702,-0.063747406
,-0.059902668,0.19558668,-0.06348038,-0.004036427,-0.010012627
,0.16018963,-0.029726982,0.048174858,-0.11613417,-0.05426407
,-0.010779858,0.08979893,0.042458057,-0.06648445,-0.24081421
,0.43566275,0.4648986,-0.01470089,-0.20477533,-0.23573971
,0.20890808,-0.091964245,-0.13905382,-0.26014185,-0.20486927
,0.3200221,-0.060679436,0.35303068,-0.012010098,-0.047235966
,0.10347557,0.12697363,0.010338306,0.06428194,-0.14450836
,-0.077785015,-0.11751938,0.07278967,0.20978689,0.15214205
,0.11733246,0.011162758,-0.041675568,-0.020000935,-0.12784338
,-0.12179184,0.25505257,-0.1455102,0.034412384,-0.048410892
,0.18080425,0.2646103,-0.13767052,-0.2683668,-0.21244383
,0.121013165,-0.1872654,-0.027158737,0.1410265,0.06972551
,0.21223688,0.1561122,0.12031698,0.038157463,-0.09557867
,0.18129158,-0.044742584,-0.035342216,-0.004686832,-0.017476082
,0.045050144,0.26149416,0.2500043,-0.120708466,0.060394287
,-0.021566391,0.106918335,-0.14110184,0.06552744,0.08143902
,0.027980804,0.21407795,-0.06802273,0.24534893,-0.008063316
,-0.038000584,0.29059076,0.08582735,0.11594248,-0.07817459
,0.12399769,-0.015908718,0.11979103,0.061920643,0.08917236
,0.19098711,0.14931917,0.002269268,-0.08471346,-0.044531822
,0.103152275,-0.121181965,-0.060794353,-0.17706299,-0.11394119
,0.2523737,0.046189785,-0.09256077,-0.22689438,-0.0369339
,0.06914139,0.2216506,-0.17023516,-0.09358168,-0.14215565
,-0.035157204,0.42185354,0.016371727,-0.15763378,-0.22566319
,0.02355051,-0.059961796,0.1345849,0.10868502,-0.22630787
,0.21011019,0.12638998,0.017377377,-0.03380871,-0.09558964
,0.15726233,0.19609451,-0.01679039,-0.19427013,0.10645771
,-0.027434826,-0.1466384,0.14675236,0.04396963,0.034205437
,-0.41756392,-0.45779228,0.65438986,0.70833254,0.49659252
,0.18766117,-0.03856802,0.1512599,0.07066488,0.0384717
,0.11578512,0.06841707,0.20080853,0.049976826,0.23237705
,0.010955334,-0.04157591,0.04961729,-0.07860088,-0.055134773
,-0.001656056,0.13612318,-0.091962814,-0.090443134,0.091581345
,-0.53818274,-0.28468943,0.024116516,-0.09714508,-0.2465148
,-0.0946126,-0.014131069,0.09794903,0.016266346,-0.09271574
,0.1578989,0.14897871,-0.13022566,0.074560165,0.14823103
,0.15204811,0.11182642,-0.0980587,0.054745674,-0.18852615
,0.11371136,0.08273125,0.06014967,-0.15227175,-0.11851025
,0.022854805,-0.23881769,-0.044404984,0.22751665,0.05795622
,1.2973948,1.0947981,-2.4265137,-2.5541782,-2.675764
,0.050913334,0.21127653,0.06470919,0.015071869,0.007349014
,0.032313824,0.19347858,0.076833725,-0.02285862,0.053408623
,0.07127714,-0.1746273,-0.17370224,0.17210627,-0.21922779
,-0.17007732,-0.07374525,-0.08902645,0.07277584,-0.07552004
,-0.13330984,-0.08069801,0.13208866,-0.024188042,-0.11057711
,0.26558924,0.25718784,0.09293604,0.13269758,-0.016813278
,-0.21468353,0.120826244,0.26022768,0.1423788,0.1303153
,-0.15054893,0.13166666,0.13154984,-0.041689873,-0.07537174
,-0.29295492,0.15803242,-0.021152973,0.02356863,-0.22678518
,0.29314518,-0.025517464,-0.006140709,0.14985418,0.12232399
,-0.038953304,0.19434738,0.112863064,-0.059011936,0.2060237
,-0.003164768,-0.078365326,0.1782198,-0.26665592,-0.04560089
,0.08250952,0.30300188,-0.18561363,-0.0191226,-0.06925011
,-0.31840324,-0.3349948,-0.3320961,-0.35521412,-0.22616768
,0.13495255,-0.10028839,0.07018471,-0.020884514,0.11413336
,0.28512955,0.019636154,-0.06451225,-0.10462618,0.014800549
,0.20001411,-0.041622162,-0.054628372,0.23077822,0.33589792
,0.08216381,0.08211994,-0.13048887,0.11638069,-0.115609646
,-0.05644846,0.27078962,-0.118690014,-0.06689072,0.115811825
,-0.10671663,0.20232725,0.13095522,-0.06920385,-0.013392925
,0.28888083,0.17092705,-0.13709879,-0.16493225,0.2991104
,-0.05053234,-0.23574972,-0.16716766,-0.21673775,0.058291435
,0.017799377,-0.3269496,-0.28205585,-0.34451008,-0.556808
,-0.095081806,-0.006976128,0.112344265,-0.07358217,-0.054380894
,0.13978386,-0.2134018,0.14861298,0.13705635,0.38841534
,-0.021028519,-0.11613798,-0.003632546,0.06970835,-0.12485266
,0.14469767,0.20242214,0.07793093,-0.056616783,-0.175457
,0.15746593,-0.054430485,-0.04293394,-0.051179886,0.49733114
,0.09585428,0.03930664,0.09880161,0.07315254,0.13052654
,-0.03317213,-0.33948803,0.028307438,-0.1024313,-0.0967989
,0.031597614,0.14583302,-0.086596966,-0.056416035,-0.0425539
,0.039182663,0.29022217,-0.09397888,0.09619665,0.000585
,-0.065238,0.123559,0.21151733,-0.018716812,-0.07394791
,0.37980556,0.48571014,-0.07898474,0.16116476,-0.14569473
,-0.03167677,-0.073477745,0.089846134,0.021043777,-0.15095758
,0.15036345,-0.08771229,-0.16167307,0.12239742,0.103798866
,0.1166029,0.15399694,0.018455505,0.019917965,0.1194067
,-0.05555296,-0.1796999,-0.091067314,0.1517868,-0.037611008
,0.31594276,0.118890285,0.18151331,-0.12582016,0.13942003
,0.08395481,0.068265915,-0.19502878,-0.022492409,-0.025125504
,0.27172995,0.27223158,-0.041862965,-0.06332636,-0.15076923
,0.3498745,0.5135398,0.17957163,0.13307953,0.24180126
,0.06519365,0.09801149,-0.18659496,-0.121539116,0.031169891
,-0.0978775,-0.2687168,0.0677166,-0.22811747,0.017752647
,0.08863878,-0.11569977,-0.04380083,0.04042864,0.04923916
,0.04640007,0.17126799,-0.10635376,0.014687538,-0.093981266
,0.15144873,0.022952557,0.06251621,-0.08480978,0.048518658
,-0.2800932,-0.01371479,-0.04391098,0.03754711,0.057787895
,-0.24440861,0.039147377,0.033178806,0.056284904,-0.05793047
,0.05676174,0.25705385,0.16436958,-0.039692402,-0.029752731
,0.32648325,0.03081417,0.07912779,-0.19508982,-0.10940933
,-0.25886536,-0.1537633,-0.22157621,-0.30258226,0.19029903
,0.14434338,0.11799431,-0.01184988,0.02418232,0.008976936
,0.23121214,0.077533245,-0.09718561,0.08659601,0.029174328
,-0.012735844,0.45389795,0.004518986,0.039503574,-0.019364834
,0.19868422,-0.09061813,0.009822845,-0.02697897,-0.10443354
,0.14321375,0.22031212,-0.13379669,0.23933458,0.00858736
,0.31939363,-0.021929264,-0.08091736,0.009479046,-0.45825052
,0.0284791,0.026180267,-0.069414616,0.22584343,-0.049703598
,0.12935019,0.20493555,-0.044285774,-0.059923172,0.005473614
,-0.022477627,0.11935902,0.06036234,0.057475567,-0.12260628
,-0.39505768,0.14301825,0.08958721,0.3399086,0.23379755
,-0.15666771,-0.14060926,-0.4333229,-0.59639835,-0.5649643
,0.024242878,-0.19980669,0.32400084,-0.047588825,0.012080193
,-0.012378693,0.6608591,-0.13174534,-0.059898853,-0.2631693
,0.19789171,-0.14360571,0.029644966,0.09349489,0.062194347
,-0.013513088,0.028005123,0.020719528,-0.06316662,-0.12033033
,0.43037605,-0.004150868,-0.10291767,-0.027501583,0.040771008
,0.08254385,0.44210815,-0.25206804,-0.19939375,0.027868748
,0.055575848,-0.05052805,0.03187275,0.031633854,0.046073914
,0.11231899,-0.08385849,-0.09082079,-0.049425125,-0.12725401
,0.16113329,0.13006544,0.000884,0.1241951,0.17348719
,0.19242287,-0.09045076,-0.20157862,0.09049559,0.021489143
,-0.12922144,-0.0788579,0.15525961,-0.09320164,-0.03674984
,0.13298178,0.14899826,-0.15553904,0.004879475,-0.18598938
,-0.06478262,-0.021875858,0.15921545,0.12149334,0.16532564
,0.05223751,0.102247715,-0.37406158,-0.066931725,-0.38790226
,0.030652046,0.08837652,0.09388876,0.15506601,0.10984993
,-0.03575039,0.41716576,-0.2058754,0.015797138,0.13299704
,0.11176872,0.023637295,0.08806896,-0.07171726,0.083640575
,0.12413645,0.35369158,-0.019527912,-0.1772604,0.0117836
,0.03821516,-0.1240406,0.14140368,0.3266964,0.14582682
,-0.062726974,-0.19971466,0.09502983,0.35558796,0.25336456
,0.20851564,0.070055485,-0.144382,0.07150364,0.018891335
,0.11620951,0.004270077,-0.14856863,0.078547,0.04761648
,-0.003345966,0.117509365,-0.03294754,0.14178705,-0.07584286
,-0.21178246,-0.045885086,0.085347176,0.13868093,0.19754124
UGT2A1,0.24227,0.06503391,-0.08341503,0.11366081,0.055954456
,0.27388668,0.007348061,0.07612038,0.22468328,0.15274477
,-0.28992462,-0.11913395,0.099840164,-0.058205605,0.061260223
,0.013383865,0.16430807,0.006246567,-0.107779026,-0.0742197
,0.019852638,0.040818214,0.17902327,0.092253685,-0.010959625
,0.053262234,0.2300663,-0.08715963,0.11683941,-0.14137125
,-0.08605528,0.05679226,0.085496426,0.08741999,0.20215607
,0.023716927,0.062312603,-0.029909134,0.075685024,-0.13857317
,0.45621443,-0.003950119,-0.114646435,0.05676174,-0.09501982
,-0.20985699,-0.20337868,0.03172922,-0.04479313,0.046508312
,0.42982292,0.058592796,0.002933502,-0.24388742,-0.034097195
,-0.007534981,-0.09711504,-0.045715332,-0.26475906,-0.10447693
,0.23939228,0.06051588,0.013124466,0.19035578,0.27937078
,-0.12852335,0.11695671,-0.08503246,-0.32311344,0.0724411
,-0.06969261,0.043908596,-0.19638062,0.037361145,-0.1698246
,-0.10398054,0.068923,0.30980873,0.11214447,0.22184038
,0.16372871,-0.042557716,0.27134085,0.3162489,0.22372103
,-0.20124674,-0.027646065,-0.044322014,-0.40443563,0.06437254
,-0.23081207,-0.34203386,-0.06680679,0.016291142,-0.007343292
,0.085421085,0.11212492,-0.006127834,0.054383278,0.042842865
,0.09471893,0.040380955,-0.117325306,-0.07413149,-0.017315865
,0.03183651,-0.10468292,0.03941202,0.17364359,0.046578407
,-0.10034895,0.010893822,0.062437057,0.07491779,0.05593109
,0.16696024,0.024748325,0.040259838,-0.1256485,-0.013761997
,0.41909456,0.17834091,-0.14051437,-0.10532236,0.19434738
,0.06813145,0.0553751,0.204525,0.20918941,-0.14045286
,0.11879301,0.35074663,0.002388001,0.28020906,0.036923885
,-0.06627941,0.22266293,-0.025146961,0.12180948,0.15514183
,-0.050877094,-0.4639454,0.4881029,0.15104008,0.14635515
,0.10528326,0.2564869,-0.084881306,0.054462433,0.11707306
,-0.004656792,-0.03177166,0.12703085,0.33928633,0.003024578
,0.039287567,0.001766205,0.039436817,0.041488647,0.13151693
,0.23203468,0.05184126,-0.04108715,0.13882637,0.12717485
,0.31727314,-0.06995773,0.20221281,-0.12792635,-0.0346756
,0.3665986,0.3082962,0.15185976,-0.25892115,0.073813915
,-0.20155811,0.01565218,-0.05169773,0.19282675,0.22804022
,0.18283653,-0.12483406,-0.20242214,0.038059235,0.09186411
,-0.04498148,0.02699852,-0.25375986,-0.0076828,0.04330778
,-0.46644878,0.053324223,-0.25650167,-0.38775587,-0.2253685
,0.002135754,-0.07136917,-0.050265312,-0.011612892,0.077757835
,-0.11613226,0.19572353,0.061265945,0.13183165,-0.06653595
,0.06535435,0.1777358,0.035765648,-0.05966711,0.19934177
,0.039952278,0.08516312,0.05849123,0.11124897,-0.3005514
,0.09937525,0.004199505,-0.099978924,0.0912776,0.18094969
,-0.023635864,0.621418,-0.054111004,0.18179893,0.03863001
,0.05329418,0.11584139,-0.011255741,-0.10193634,-0.102306366
,0.15860224,-0.02659607,0.10453367,-0.016706467,0.09960985
,-0.016124725,0.23878717,0.12612486,-0.011619568,0.015344143
,-0.09451103,-0.28090906,0.03289509,0.044529915,0.1587925
,-0.08952904,0.11370993,-0.017712116,-0.014989853,0.034950733
,0.36401463,0.45703793,-0.45428228,-0.58875513,-0.4750166
,-0.13146305,0.11736536,0.19729757,0.15144491,0.11045027
,-0.095561504,0.14075565,0.065505505,0.2395792,-0.040598392
,0.12761259,-0.005284786,0.101092815,-0.12615204,0.031315327
,0.06060934,-0.023078442,-0.11906195,0.03993845,0.13024807
,-0.14794111,0.24459887,-0.07677317,0.009921074,-0.07802439
,0.02657032,0.15221786,0.10801506,-0.022118568,0.23490238
,-0.20282269,-0.124260426,0.0676198,0.029889107,-0.029690742
,0.2323761,-0.1494484,0.04330635,-0.067154884,-0.010041714
,0.1536622,0.053480625,-0.07086754,-0.031643867,0.09012556
,-0.1366744,-0.22392797,-0.061214924,-0.058883667,-0.32395315
,0.21800041,0.16278839,-0.108267784,-0.30524683,0.05451727
,0.13975286,0.2972021,0.11380863,0.15466261,0.177989
,-0.25844336,-0.28862476,-0.39019108,0.029836655,-0.13972759
,-0.031244755,0.18217897,0.014557838,-0.120845795,0.17982578
,0.18919563,0.106440544,0.06097889,0.006307125,0.1665926
,-0.026256561,0.035259247,-0.07943487,0.002353191,0.13265228
,-0.06463385,-0.23980904,0.017507553,-0.4585085,-0.15592432
,-0.29326725,-0.10385704,-0.08751011,0.11912298,-0.18419123
,-0.38595724,-0.13749123,-0.08779192,0.20875978,-0.19200039
,0.063551426,-0.22371817,0.17091179,0.030410767,0.035190105
,0.2126503,0.14622307,0.027494907,-0.23136663,0.001740933
,-0.09870863,-0.19437265,0.31336355,0.05748701,0.06836176
,0.023065567,-0.016487598,-0.009591579,-0.3145833,0.10281181
,0.06559038,0.009801865,-0.070333004,0.049067974,0.037633896
,0.0368886,-0.04866028,0.081989765,0.001667023,-0.048342705
,-0.08551836,-0.06345701,-0.008994579,-0.00075,0.1927104
,-0.047184944,0.08802891,-0.1227808,-0.33212376,0.10336971
,0.36843157,0.102757454,-0.047189236,-0.109969616,0.08474493
,0.03861189,0.12550354,-0.103253365,-0.12415552,0.009224892
,-0.056339264,0.12178612,0.03957939,0.000134,-0.005624771
,-0.09025049,-0.03532648,0.18967533,0.17163515,-0.23653316
,0.06558514,0.15236712,0.20672417,0.24857807,0.05559349
,0.04712248,-0.055917263,0.050276756,-0.0854702,-0.009189129
,0.18753529,0.10829449,0.13169146,-0.06244564,-0.09502554
,0.094594955,-0.27504396,0.010556698,0.14934444,0.07416725
,-0.009976864,-0.27899933,0.19196129,-0.089877605,0.121622086
,0.08124256,-0.047893524,0.041175365,0.18493128,0.12221241
,-0.077302456,-0.1546607,-0.092096806,-0.103293896,-0.058343887
,0.07164955,-0.21994352,0.3637581,0.19348478,0.43166494
,0.17835903,0.12423754,0.15438366,0.15566635,-0.028461933
,0.02254343,0.37444878,-0.08730841,-0.009623051,-0.22831869
,0.059733868,0.015177727,0.18363428,-0.14728785,0.23665524
,0.17383432,0.25606108,0.015604019,0.13125086,-0.118125916
,0.15515041,-0.008505821,-0.14413118,0.084029675,0.1395607
,0.09722805,0.02252388,0.1349554,0.07356024,-0.13885736
,-0.2567954,0.12801027,0.14089823,-0.13109493,-0.08380461
,0.017828465,0.085400105,0.13828707,-0.01254034,-0.049612522
,0.14601374,-0.01968956,-0.12441206,0.014151096,-0.05994892
,0.096375465,0.23929024,0.025958538,0.22239923,-0.14965391
,-0.23305368,-0.12686539,-0.024289131,-0.031586647,-0.120988846
,0.21902132,-0.099693775,0.09151316,-0.036877632,0.005367756
,0.011895657,-0.2012043,-0.3300724,-0.42718267,-0.3600254
,-0.013328552,-0.012107372,0.05150175,-0.03665495,0.28089237
,0.1979785,-0.039536476,-0.1579771,-0.10774565,-0.054419518
,-0.5135293,-0.0185318,0.25922966,0.05817032,-7.15E-06
,0.06994724,0.09355116,-0.049419403,-0.32901812,0.011104584
,0.14157248,-0.07694101,0.09213495,0.15762615,-0.054203987
,0.05054331,0.19604492,-0.018999577,0.16623306,-0.117940426
,-0.3023157,-0.18253279,-0.08052349,0.019593239,-0.15339756
,0.51955605,0.3781519,0.10186672,-0.1810894,-0.1253705
,0.19178677,0.284863,0.007091999,0.18681431,-0.09880352
,0.024219036,-0.04423237,-0.15015078,0.04029274,0.06686497
,-0.16562557,-0.2641492,-0.08081436,0.15100288,0.13770342
,0.2261138,0.12818575,-0.013637066,0.011599541,0.13223076
,0.22249603,-0.004243851,-0.12634039,-0.010370255,-0.07343531
,0.034931183,-0.058434486,-0.11338329,-0.013044357,0.020431042
,0.18740511,0.14565992,-0.03438902,-0.25552797,-0.030302525
,0.078026295,0.03156805,-0.014100552,-0.13592911,0.059086323
,0.06426954,0.22689295,-0.06923962,0.054677486,0.06596851
,0.3893571,0.12717247,0.027214527,0.013031483,-0.11912441
,0.32914066,-0.003100872,-0.107833385,-0.04411459,0.028223038
,0.3691883,0.04577589,-0.036275864,-0.003121376,-0.10056305
,-0.071121216,0.39753914,-0.18146038,-0.012447357,-0.07834864
,0.045916557,0.048213005,0.040768623,-0.015332699,0.11439943
,-0.100435734,-0.04879713,-0.04214239,-0.06823492,-0.22292042
,0.23644257,0.20521593,0.26339436,0.061930656,-0.096963406
,0.23753262,0.11619043,0.034722805,-0.27985382,-0.08507347
,0.2559805,0.19244337,-0.083750725,0.04321289,-0.007430077
,-0.15111876,-0.002993584,0.030569553,-0.030619621,-0.045336723
,0.2858305,0.017010212,-0.06920481,-0.06676006,-0.046154976
,0.11220598,0.215837,-0.08121824,0.07683325,0.15658236
,-0.44207335,-0.40104675,-0.5605993,-0.6929755,-0.6402998
,0.17166281,0.11885977,0.11640453,-0.006169796,0.078372
,-0.105443954,0.12793016,0.13032246,-0.033108234,-0.053354263
,0.14231253,0.11633587,-0.000753,-0.06514454,0.083984375
,-0.024113178,0.094481945,-0.04298258,0.012371063,0.11003065
,-0.13525486,0.25248384,-0.04024172,-0.04345894,-0.17071629
,0.15819645,0.30443382,-0.1683631,0.055452824,0.009418964
,-0.05895281,-0.03122282,0.06572962,0.11553335,-0.07231045
,0.099612236,0.15559912,-0.12668943,0.058422565,-0.0930872
,0.13015366,0.21861792,-0.00777626,0.20158386,0.015761852
,0.07250881,0.35333586,-0.05720663,-0.14326668,-0.046913147
,0.051339626,-0.28171635,-0.68703556,-0.45438862,-0.40661716
,-0.043193817,0.087099075,-0.03492403,0.110749245,0.05253029
,-0.18464899,0.12579012,-0.073206425,0.3359027,0.03629732
,0.15621805,-0.027887344,-0.066120625,0.12602425,-0.014377117
,-0.14016867,0.12567234,-0.004703045,-0.09802723,0.16295338
,0.049630165,0.11886597,0.057566166,0.066664696,0.08228254
,0.65676975,0.63665295,0.71866703,0.7632828,1.0781069
,-0.004240513,0.007633209,0.121511936,-0.17387676,-0.107937336
,0.3138919,0.044136524,0.020150661,0.05623865,0.013928413
,0.12558603,0.17006159,-0.08971882,0.041769505,0.07891798
,-0.195189,-0.0846591,0.05768919,-0.016711712,0.09145641
,0.25737715,0.20359278,0.048757553,-0.2087655,-0.01727581
,-0.10696745,0.14361238,-0.046967983,0.017870426,0.040673733
,0.15844774,-0.2184434,0.21352959,-0.42644978,0.0788784
,-0.4675851,-0.38390446,1.1051903,0.9641552,0.926589
ACTC1,-0.011909485,0.086894035,-0.26876497,-0.001056194,0.036041737
,0.25111532,0.27152777,-0.114075184,-0.016049862,-0.051584244
,0.016870975,0.36592722,0.22605753,0.09070206,-0.16133642
,-0.07684231,-0.104150295,0.29389095,0.23762846,0.059095383
,-0.02398777,0.16011286,-0.1070323,-0.07729006,-0.16215229
,-0.07497692,-0.09112406,-0.3051505,0.21456861,-0.12563038
,0.012452602,0.14769983,-0.10364342,-0.1503377,0.338408
,-0.2606988,-0.34454584,0.10153103,0.3011799,0.2111826
,0.17515993,0.18239307,0.008730888,0.04633999,0.021528244
,0.21527433,0.017023563,-0.03269291,-0.19938087,-0.17898846
,-0.6695094,-0.8009019,-0.6780019,-0.5273218,-0.5684571
,-0.003547192,0.15977669,-0.013679981,0.028015137,-0.1321435
,-0.038728237,0.098698616,-0.1390214,-0.19513845,0.054392815
,0.37330198,0.059825897,0.15369225,0.33381844,0.2338314
,0.07349205,0.08045578,-0.007553101,-0.057260036,0.17728472
,0.1681819,-0.24159908,-0.083039284,0.05591631,0.10384464
,0.067837715,-0.013917923,0.18332195,0.26699972,0.1570139
,0.13719463,-0.032506466,0.20582438,0.017768383,0.15964603
,-0.40533972,-0.05257082,0.23915815,0.31525183,0.2605548
,0.11836672,0.11348963,0.07641268,-0.159204,-0.23695517
,0.006261349,-0.12105799,-0.18048906,-0.25475502,-0.3295684
,0.10007477,0.20781183,-0.052814484,-0.09283924,0.021713734
,0.016020298,-0.07890749,0.03965664,-0.11868334,0.14790249
,0.06857014,-0.094168186,0.3339944,-0.17384434,-0.08147812
,0.0794611,0.13144112,0.21649313,-0.005723953,0.111763
,0.29712963,-0.048594475,-0.01031208,-0.10567522,-0.022108555
,-0.2726822,0.32531595,-0.054871082,0.031863213,0.41948128
,-0.06943846,-0.10177708,-0.12833166,-0.055286884,0.017330647
,-0.25456238,-0.14578962,-0.22485209,-0.22083664,-0.013278961
,0.018432617,-0.022880077,-0.2881999,0.08856821,0.04649639
,0.009486675,0.14265013,-0.10875988,-0.030510902,0.07252836
,0.009879112,0.10108757,-0.03959322,-0.03764105,-0.041484356
,-0.03841114,0.22087383,-0.043979168,-0.01608181,-0.036313534
,-0.005223751,0.058172703,0.12930822,0.14449453,0.027067661
,-0.11614084,0.11417198,-0.15470266,0.07609224,0.012591362
,-0.25494385,0.031758785,-0.055438995,-0.20224142,-0.031068802
,-0.08908939,-0.2120676,0.07079458,-0.06939554,0.12898636
,0.19393921,0.030437946,-0.089010715,0.038688183,0.030744553
,-0.00250721,0.1706996,-0.10006189,0.001067638,-0.036200523
,0.11422539,0.015996933,0.003696919,0.34366035,0.026898861
,-0.21138525,0.039641857,0.052253246,0.111913204,-0.03062296
,0.110467434,-0.06458902,-0.058910847,0.021347523,0.19405746
,-0.30240345,-0.31989765,0.116770744,-0.17115259,-0.22526741
,0.023534775,-0.044984818,-0.1747675,-0.02853489,0.026768684
,0.00665617,0.22948837,0.25579262,-0.20320892,-0.056471348
,0.1526084,0.263628,-0.38434982,0.088748455,0.25935268
,-0.005341053,-0.13068104,0.081756115,-0.20202732,0.099496365
,0.06010437,-0.26690674,0.2288146,0.28333902,-0.03125906
,0.022136688,-0.074344635,0.27852726,0.19662046,-0.03319311
,-0.05463028,-0.002053261,0.13990355,0.015275002,0.039625645
,-0.31611013,-0.11411333,0.08625269,0.17985296,-0.012086391
,0.06839609,-0.05749035,-0.13823795,0.07438803,0.09481239
,0.031805992,0.03265381,0.018167019,-0.052603245,-0.16568613
,-0.3071518,0.07289553,0.06381607,0.017377377,0.19965172
,0.1945715,0.05289364,-0.14030552,0.014667511,0.14860201
,0.2341361,0.15721607,0.12637568,0.04734564,0.03032446
,-0.2237711,0.075540066,0.048244476,0.030589104,0.12232447
,0.025331974,0.17615414,-0.12571478,-0.25233793,-0.15071917
,0.06699371,0.023144245,0.03116703,-0.006939411,-0.013654232
,-0.02852726,-0.12742329,-0.2715869,0.23942709,0.12192488
XYLT1,0.27952242,0.3474412,1.4563193,1.2241712,1.500875
,0.1703248,0.27435112,-0.025613785,0.13534117,0.007043839
,0.002101421,-0.011581898,-0.53525496,-0.28587055,-0.19491339
,0.069826126,0.029708862,-0.116620064,-0.025340557,0.036123753
,0.29325294,0.68706846,0.1119585,0.2788725,0.3011155
,-0.28183126,0.01616335,-0.059665203,-0.16744566,0.21151114
,-0.03364134,0.03715372,-0.3140893,-0.24361229,-0.29844046
,0.05122614,0.07724142,0.22210264,-0.067500114,0.11477089
,-0.16547346,-0.02715826,0.022409916,0.033487797,-0.31332445
,-0.091059685,-0.026413918,0.25006342,-0.03569746,0.14028263
,0.045882702,0.058806896,0.096214294,0.006258965,0.06044817
,0.09045172,-0.11265421,0.14142704,0.14360714,0.35824966
,0.27209187,-0.11074591,0.09825516,-0.009687901,-0.08869219
,0.038511753,0.46703196,-0.14596272,-0.23764086,-0.18187809
,-0.19317245,-0.31711626,0.053689957,0.3265319,-0.06905031
,0.24209833,0.0494833,-0.007374764,0.003092289,0.019093513
,0.061674118,0.06291437,-0.23388433,-0.05531645,-0.010771751
,0.019711018,0.30886507,0.043617725,0.06672573,0.08087635
,0.23150206,0.2077055,-0.015865326,-0.046720028,-0.0752182
,0.051750183,0.08861065,0.10399294,0.19701481,-0.020121098
,-0.3086152,-0.31044722,0.18759632,0.2819414,0.25882435
,-0.14809465,0.10712576,0.03229332,-0.13180447,0.013893127
,0.051990032,-0.13008547,0.16631413,0.21536446,0.08616972
,0.39677668,0.048643112,-0.17528534,-0.116624355,0.006955147
,-0.10791397,0.31061363,-0.035446644,0.25266075,0.015014648
,0.22033405,0.35836744,-0.309484,0.03908634,-0.104295254
,0.29499006,0.08514166,0.020391941,0.1886158,-0.051871777
,0.17234278,0.1856103,0.045067787,0.02125597,0.029202938
,0.011688709,0.013341427,-0.12568665,-0.08099651,0.22328329
,0.035378456,0.24740553,-0.109140396,-0.06725073,-0.20470428
,-0.025829315,-0.071116924,-0.014881611,0.07109308,0.09969187
,-0.100316525,0.17048645,-0.058536053,-0.12887716,0.01232481
,-0.14711761,0.18932247,-0.13473272,0.2195487,0.05615282
,0.12659597,0.1773181,0.06362009,0.21859789,0.024331093
,0.0945735,0.12140608,-0.17136812,-0.00075,-0.06672573
,0.50971985,0.17763901,-0.06554127,-0.06434202,0.12151718
,0.22681952,-0.014186382,0.016124249,0.10702896,0.23030424
,0.118992805,-0.122205734,0.15382671,0.10096502,0.09049034
,0.058558464,0.010670185,-0.13992119,-0.121825695,0.006018162
,0.21055317,0.26682234,-0.1814332,0.05424738,-0.0385046
,-0.077581406,0.097304344,0.073040485,0.15783072,0.1343193
,0.36446238,-0.083810806,-0.08613205,-0.006663322,0.1916337
,-0.1592679,0.16050577,0.23794508,0.041766167,0.09504223
,0.061000824,0.18949556,0.2099576,0.17799091,0.3309884
,-0.19412994,-0.10206699,0.42135715,0.3115039,0.1394062
,-0.018640041,0.054358482,0.012477875,0.024412632,-0.024103165
,-0.060461998,-0.087230206,-0.050364494,-0.26441956,-0.03417778
,-0.029016972,-0.09053612,-0.11596775,0.20021534,-0.052645206
,-0.0683651,0.13040829,-0.083305836,-0.15968704,-0.084356785
,0.21029377,0.070446014,-0.29687738,-0.12802029,-0.01610136
,-0.1450119,0.09262514,-0.12972975,-0.13099194,-0.14028454
,-0.20774746,0.2047348,-0.26324987,0.08685732,-0.061826706
,0.45665026,-0.021248817,0.1083951,-0.079041004,-0.022637844
,0.090270996,-0.15076399,-0.24400997,-0.18629885,-0.10273218
,-0.018601894,0.3383975,-0.039773464,0.023739815,-0.026201248
,0.2027874,0.09043121,-0.07595253,0.07729483,0.16128492
,-0.1742773,-0.42648602,-0.14953947,-0.30221605,-0.18085718
,-0.118463516,0.06417227,0.15813065,0.09197807,-0.19155645
,0.08333635,0.09210968,-0.16920137,0.06381178,-0.12978172
,-0.048133373,0.07325697,0.067092896,0.12619162,-0.2258439
,0.008030415,-0.09563494,0.1734848,-0.058102608,-0.041254044
,0.17793751,0.1282916,-0.0870533,-0.23894024,-0.26544905
,-0.20902443,-0.2414484,0.08468437,-0.008394241,-0.07341814
,0.1758709,0.1294074,-0.109974384,-0.21655703,-0.12466049
