Gene_name,GSM368877,GSM368878,GSM368879,GSM368880,GSM368881,GSM368882,GSM368883,GSM368884,GSM368885,GSM368886,GSM368887,GSM368888,GSM368889,GSM368890
ZNF558,0.256638046,0.643795274,-0.177950295,-0.160751134,0.573424913,-0.529845104,-0.415568941,0.086360461,0.475929022,0.454693914,0.02255007,-1.444124982,-0.265986299,-0.637511456
FAM26B,-2.150188767,-2.664577456,-1.306482151,-1.841123345,-0.41307585,1.107916609,-0.323656762,-0.587935624,-1.01687599,-2.770284313,-0.796152527,2.460794051,-0.083003472,0.411236467
GPHA2,-0.299391642,1.068283553,1.29739273,0.313283142,0.342176905,-0.777837382,-0.24237474,0.558564202,0.00827957,1.070023514,-0.36816133,-0.777837382,-0.777837382,-0.777837382
B4GALT1,-1.151932633,-0.696869914,-0.530898217,-0.721073307,1.550290571,0.797243909,-0.940225059,-0.848027963,-0.810102493,-1.347606687,-1.048092437,0.480880084,0.140103397,0.53141027
LARP5,0.276798556,0.342954172,0.077325213,-0.151902329,-0.114963332,-1.378484798,-0.181293398,0.127713551,0.267268735,0.427517312,0.502444871,-4.908085131,0.561748002,-0.890283171
SUPT4H1,0.442911535,0.262825974,0.471173981,0.52511582,0.01874475,-1.560540036,-0.287364363,0.421975016,0.37103619,0.327574842,0.236564536,-2.253634726,-0.085229107,-0.729555106
ZBTB2,0.778152578,0.586950198,0.193116881,0.156318352,-3.556880987,-3.468967023,-0.858998632,0.430274229,0.26859306,0.259233324,0.730905911,-3.712575178,-0.294994355,-0.725426018
SLC2A12,-0.94509887,-2.416940858,-2.416940858,-2.416940858,-2.416940858,0.987488019,2.770139725,-2.416940858,-1.715314734,-2.416940858,-2.416940858,-0.329280296,0.008604886,1.906453982
PI16,-3.774273729,-3.55867977,-3.774273729,-3.774273729,-3.209204866,0.450553761,2.631430446,-3.774273729,-3.774273729,-3.774273729,-3.774273729,2.35333118,-2.120077377,1.45693545
OR51M1,-1.487989678,-1.687195574,-1.687195574,-1.687195574,2.770783191,-1.687195574,-1.687195574,-1.687195574,-1.687195574,-1.687195574,-1.687195574,3.151281328,-1.687195574,-1.687195574
PIK3CD,-0.720719593,-1.052992816,0.137336708,-0.556337747,-0.028731896,-2.71763197,-2.479742495,0.502210138,0.78686211,-0.044690869,2.141452388,-0.838564738,-0.759874672,-2.235318137
LOC129138,0.154463607,0.505239942,0.021147187,0.501424742,-0.946002375,0.160489934,-0.034477329,-0.347213881,-0.063593719,0.157503851,0.508589038,-1.896638629,0.059871764,-0.392589603
IL3,0,0,0,0,0.971743563,0,0,0,0,0,0,0,0,0
MB,-0.300498813,-0.300498813,-0.300498813,-0.300498813,-0.300498813,-0.300498813,3.852305205,-0.300498813,-0.300498813,-0.300498813,-0.300498813,-0.300498813,-0.300498813,1.742961187
GM632,-1.371312307,-0.985372433,-1.922624629,-1.302211437,1.760674007,0.329525356,-1.53104903,-1.94690758,-1.627395151,-1.307129048,-1.401193802,1.852057325,-0.004904256,-1.148974403
GATAD2B,0.471389418,0.153162801,-0.196568922,-0.092284738,-4.037343993,-0.154449679,-0.109618799,0.608280395,0.418153352,0.464135965,0.733477669,-4.204868116,0.214448287,-0.359203071
FLT3,-1.211141223,-0.362102604,1.283346567,-1.229140607,0.735323874,0.415090058,-1.229140607,0.887856604,1.423036091,-0.243710309,0.751135178,-1.229140607,-0.030228871,-1.229140607
ALS2CR15,0,0,0.530810508,0,0,0,1.176604023,0,0,1.389405394,0,0,0.669783642,1.157226866
PHLDB3,-0.134079669,-0.499584981,0.824937038,0.834483139,-0.529269316,0.194112311,-0.529269316,0.331239155,-0.186959923,1.137845634,-0.032649743,-0.529269316,-0.359913489,-0.529269316
OR1M1,0,0,0,0,0.57379198,0,0,0,0,0,0,0,0,0
GOLPH2,-1.274881347,-1.022309606,-0.674085324,-1.469823255,-1.372105555,-0.401589054,0.061869139,0.089993726,-1.212341974,-1.323801505,-1.177093356,-2.571533035,0.963953816,0.144268447
CBFB,-0.119869638,0.685869081,0.548588773,-0.285703346,-1.391934448,-0.390357596,-0.146404894,0.584367901,0.314611748,-0.459823085,0.774568516,-3.99556628,0.404437461,-0.282518704
TMEM95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REPS2,0.692596977,0.259852117,0.499590194,0.986260006,-3.208976816,-0.592852573,-2.58946164,0.622565165,0.38553159,0.569324714,0.487290133,-0.094815728,-2.031177671,-3.216024072
WBP11,0.762032092,0.399080706,0.124707379,0.150704356,-1.211193603,-1.630246446,-0.708723662,0.46251596,0.581030326,0.89975961,0.514308373,-2.140735686,-0.755012785,-0.815145099
OR5H6,0,0,0,0,0,0,0,0,0,0,0,0.403423847,0,0
MGAT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A36,0.572111864,0.820350993,0.439832538,-0.112960177,-4.641976019,-4.516642318,-0.199708011,0.542425041,0.633421504,0.583319159,0.241079913,-4.641976019,-0.283134961,-0.741820472
BCL2L11,1.067819468,0.773622627,0.862524913,0.649495097,-1.175490875,-1.175490875,-1.175490875,0.92764038,0.352750049,1.677133511,1.217232678,-1.175490875,-1.175490875,-1.175490875
ZFP28,-0.289920455,-0.289920455,-0.241210832,-0.289920455,2.276719069,0.220409198,-0.289920455,-0.289920455,0.7190289,1.087638536,-0.289920455,-0.289920455,1.029605357,-0.289920455
CPA3,-2.819630923,-2.713289803,0.132937402,-0.983780974,-4.956153122,-1.017182259,1.372918885,-0.24772341,0.10872542,-0.937809932,-0.047652415,-4.956153122,1.59533598,1.619480663
MASK-BP3,0.463322853,0.710806302,-0.043761584,0.159638547,-1.541334218,-2.633114012,-0.535560309,0.299668846,0.202193653,0.487692017,0.753032155,-2.633114012,0.944501372,-0.237840549
KRTAP5-9,0,0,0.591244365,1.303293802,0,0.403423847,0,0,0,0,0.264184346,0,0,0
KIAA1542,0.769309085,0.973888669,-0.886896123,-0.114906015,-3.106749809,-3.106749809,-2.272267635,-0.611850075,-0.141124807,0.432410553,0.390987884,-3.106749809,-0.121251656,-1.040324747
ZNF121,0.743344323,3.290591795,1.060497545,-0.71820332,-1.368396891,-1.368396891,-1.368396891,1.527587892,-0.275312565,-0.488065962,-1.248483832,-1.368396891,-1.368396891,-1.368396891
GLA,-0.046570395,0.238211091,0.514513957,0.394394605,-1.767454373,0.46913586,-1.203096489,0.198362368,0.230944771,0.210260113,0.384663109,-2.17436761,0.096896247,-0.312671548
HOP,0.172100287,-0.217226974,1.357358985,-0.217226974,0.97872687,0.73154112,1.240888897,-0.139308084,0.496019028,-0.217226974,0.038108331,-0.217226974,-0.217226974,0.091949941
FOXA1,-3.381894695,-8.47265552,-8.47265552,-8.47265552,0.898990459,-0.744534752,-1.244267899,-8.47265552,-8.47265552,-8.47265552,-5.650833077,-1.000383032,1.47811815,-1.669874227
MOCS3,0.545911631,0.841522883,0.830112859,0.469040173,-0.531998264,-2.013034593,-2.664329153,0.02279874,-0.347401258,0.341184242,-0.32173992,-1.71556106,-0.955422405,-1.63708529
STOM,0.273529581,0.048784565,0.103534913,-0.383168494,-0.734717331,-1.286835866,-0.087620597,0.042291206,0.234044686,0.198007739,0.15540767,-0.177210691,-0.046198843,0.62316563
PCDH7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL17B,-0.283960936,-0.283960936,-0.283960936,-0.283960936,3.86993406,-0.283960936,-0.283960936,-0.283960936,-0.283960936,-0.283960936,-0.283960936,-0.283960936,-0.283960936,2.873428446
TCF21,-0.405826177,-0.405826177,-0.405826177,-0.405826177,4.776756137,-0.405826177,-0.405826177,-0.405826177,-0.405826177,-0.405826177,-0.405826177,-0.405826177,-0.405826177,-0.405826177
LYSMD3,0.854257679,0.919955789,0.83871272,0.897109698,-2.949950155,-1.887888902,-0.20937198,0.484648051,0.020377805,0.335950448,0.210856109,-2.949950155,-0.775523361,-0.753945736
ACVR1B,0,0,0,0,0.606018715,0.318381201,0,0,0,0,0,0.355528702,0,0
WNT9A,0,0.039125231,0.979012407,0.114361194,0,0.657055721,0,0,0,0,0,1.635192234,0,0
BPI,-0.505095917,-3.165174063,0.178813706,0.378160453,-3.194843318,-6.012736722,-3.650166169,1.382096479,0.229873293,0.705966567,0.955296318,-6.680064031,1.312614484,-5.69921979
C2ORF12,-0.358707515,-1.305879819,-1.252243697,-1.876061028,3.082064343,-2.233087937,-2.233087937,-0.711324512,-0.730279678,-0.96704392,-0.21384194,0.863911776,-2.233087937,-1.003429266
DNCL2A,-0.01356273,0.017743889,0.350309742,0.579203023,-3.542776961,-0.036291646,-0.259186647,0.12344278,-0.489203993,0.091856962,-0.313529373,-3.542776961,0.484588891,-0.048334949
MGC39715,-2.97275838,-2.97275838,-2.97275838,-2.97275838,3.717875215,0.609129861,-2.97275838,-2.97275838,-2.97275838,-2.97275838,-2.813275312,-1.050797749,-2.97275838,-2.618004397
C9ORF23,-0.294551202,-0.775210192,-0.725316346,-0.102084156,2.91892839,-3.163698365,-0.401927753,-1.178138507,-1.070977371,-0.51209841,-1.415345285,0.46262833,-3.163698365,-1.447896127
CCS,-0.312956103,0.101090158,-0.100683539,0.547275936,1.192433233,0.544661129,-1.166837671,-0.578745406,-0.187186407,-0.370285331,-0.902250576,0.886774785,-0.450476444,-1.083162947
TUBGCP6,-0.749751376,-0.329625133,-0.962295748,-0.861070515,1.309392949,0.667974585,-0.871753139,-1.15940884,-0.153089599,-0.020698414,0.017365821,0.610633048,0.103245029,-0.562397347
TK2,-0.008475935,0.248372319,0.355565261,0.097556863,1.100908787,-0.244400729,-0.108661277,0.213670742,-0.172349936,-0.320422907,-0.261872463,-1.651890802,0.320985385,-0.059961364
TNFRSF19L,0,0,0,0,2.85681393,0,0,0,0,0,0,0,0,0
EVX1,0.689293164,1.349349045,0.283966442,0.700069337,-0.720454498,0.05907997,-0.064908606,0.163352996,-0.022877484,0.05907997,-0.639146405,-0.720454498,-0.405183909,-0.134041016
ZDHHC19,-1.317905157,-1.117992821,-1.839559613,0.704353954,-0.633429441,-1.839559613,-1.839559613,0.411121198,-0.110676957,0.109851822,3.19873389,-1.839559613,-1.839559613,-1.839559613
MAPK10,-1.735935959,-1.735935959,-1.735935959,-1.735935959,-0.669578925,-1.735935959,-1.331651345,-1.735935959,-1.735935959,-1.735935959,-1.735935959,4.064386101,-1.735935959,-1.735935959
MFAP4,-2.981585783,-2.994874127,-2.817999311,-2.20778215,-0.974531998,-2.620567656,1.500985135,-2.999614025,-3.296040044,-2.736997604,-3.149010493,0.881929591,-1.057512082,3.171918718
KCNK5,0.859706089,1.200571171,1.165217445,1.274659904,-3.887517145,-3.332815337,-3.887517145,0.524926527,0.498173157,0.64311743,0.793595795,-3.887517145,-2.66339427,-2.814528157
CDH13,-3.162209055,-3.162209055,-3.162209055,-3.162209055,-3.162209055,-1.213761456,3.235208886,-3.162209055,-3.162209055,-3.162209055,-3.162209055,-0.66075112,-0.925940321,2.670627015
PCDHB13,0,0,0,0,2.167749902,0,0.415219177,0,0,0,0,0.210063847,0,1.024021303
MSX2,-0.966272642,-2.105169415,-1.44599893,-2.105169415,-1.559699528,1.365726941,-0.514616795,-1.323850622,-2.105169415,-2.105169415,-2.105169415,-0.756916454,-0.706225683,-0.82408175
UNC50,0.003907511,-0.000146929,0.033828176,-0.171104357,0.154033882,-1.248004518,-0.118013076,-0.024709502,0.183382888,0.182685405,0.025690721,-0.386049889,0.25250247,-0.204543324
FBXW11,0,0,1.163493902,0,0.520747211,0,0,0,0,0,0,0.706322781,1.262912298,0
DIRC1,-0.514993199,-0.514993199,-0.514993199,-0.514993199,3.161423729,-0.514993199,-0.514993199,-0.514993199,-0.514993199,-0.514993199,-0.514993199,2.724317001,-0.514993199,-0.514993199
ABRA,-2.595776771,-2.892059618,-3.076722359,-2.771536854,-3.076722359,-3.076722359,2.178541132,-3.076722359,-2.747639675,-3.076722359,-3.076722359,2.793414379,-3.076722359,1.761754544
PSMB8,-0.572756641,-0.419029903,0.872343782,0.154073498,-1.379760307,-2.354116047,-0.841136039,1.007566304,0.848079778,-0.592829151,0.962868395,-3.576089986,0.040922686,-0.197762027
BCORL1,-0.047605228,0.526632681,0.038032245,0.386933508,-2.653741977,-2.146034218,-1.241740259,0.346491315,0.060778314,0.228541577,0.857070445,-2.653741977,1.109262521,-0.162378999
DENND1C,-1.763102172,-1.763102172,-0.995490803,-1.763102172,-1.763102172,-0.747270122,-1.763102172,0.090778484,0.764071876,0.043001701,1.937593463,0.51698058,0.223384765,-0.829521036
DDI1,0.694292088,0.96698623,0.398242461,1.359279619,-1.319903251,-1.175979527,-0.182205975,0.016610287,0.829739541,0.03326625,-0.422537614,-1.531909875,0.208392777,-0.603259569
PF4,-0.180763295,-0.180763295,-0.180763295,-0.180763295,4.589506796,-0.180763295,-0.180763295,-0.180763295,-0.180763295,-0.180763295,-0.180763295,1.080169407,-0.180763295,-0.180763295
SMAD6,-3.058794911,-5.029058209,-5.029058209,-5.029058209,0.971767159,2.222850792,0.892069831,-5.029058209,-3.827287142,-5.029058209,-5.029058209,1.127214516,-1.700207387,1.804990083
VN1R5,-0.994387097,-0.245503529,-0.994387097,1.098960319,1.93160639,-0.994387097,-0.994387097,-0.259647133,-0.994387097,-0.175101605,-0.867015474,2.052921163,-0.994387097,-0.994387097
MYH13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM16K,-0.19290412,0.087470575,0.203747355,0.321575824,-0.595817298,0.771344941,-1.00300705,-0.349018706,-0.506581649,-0.214705859,-0.639216876,0.200360886,0.191741041,-0.186790372
AOX1,-1.03042423,-1.03042423,-1.03042423,-1.03042423,-0.298208224,-1.03042423,0.854279179,-1.03042423,-1.03042423,-1.03042423,-1.03042423,0.900319493,-1.03042423,3.892606068
ABCC8,-2.815913972,-2.815913972,-2.815913972,-2.815913972,0.433178617,0.94818134,1.102655331,-2.815913972,-2.815913972,-2.815913972,-2.815913972,1.942994777,-2.815913972,-1.122006394
SOS1,0.18099946,0.376287219,-0.354084597,-1.08887005,-1.910456564,-1.629359929,-1.044440324,-0.202494412,0.089514515,0.203465188,0.24891566,1.734517621,-0.643235493,-0.912633794
NDUFA13,-0.362828363,-0.016187681,-0.102106568,0.387150001,0.918097876,0.259296671,0.322107704,-0.52400343,-0.46905866,-0.561142411,-0.996362672,0.942840671,-0.232233473,-0.097780332
SUHW4,0.513036481,0.352326773,0.311740188,0.808010692,-0.854437258,-0.485063998,-0.167849116,0.535585956,0.639951392,0.809659835,-0.181867517,-0.604585331,-1.362218829,-1.122628151
MOBKL2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDE9A,0,0,0,0,1.179006178,0,0,0,0.734092855,0,0,0,0,0
CMIP,0,0,0,0,0,0,0,0,0,0,0.115991225,1.234996338,0,0
CR1,0,0,0.345493602,0,1.920855642,0,0,0.783502229,1.412001717,0,2.598887123,0,0,0
POLR1C,0.717654345,0.674981104,0.599410679,0.831605635,-6.200236832,-0.779109492,-1.291736126,0.390240748,0.323183984,0.512150019,0.293389488,-5.794510579,0.02032167,-0.525401057
C1ORF125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDA2R,0,0,0,0,1.798590776,0,0,0,0,0,1.367172891,0.892806773,0.552591025,0
OR13A1,-1.252425051,-1.252425051,-1.252425051,-1.252425051,1.775752876,-1.252425051,-1.252425051,-1.09527379,-1.252425051,-1.252425051,-1.252425051,3.545839363,-1.252425051,-1.252425051
KIAA0690,0.642391627,0.452117293,0.548063315,0.588758991,-1.787985306,-1.232438245,-0.518565847,0.214555913,0.008273346,0.351455901,0.790786722,-3.448573647,0.175426038,-1.025595703
MBTPS1,0.162100987,0.397327059,0.27227501,0.350521471,-4.020498458,-0.245920242,-0.211333575,0.177161543,0.190276123,0.43906144,-0.024794612,-4.020498458,0.360130569,0.299949664
FLJ32745,0.865687844,1.059399648,0.746561562,1.104433826,-3.352522081,-2.454837734,-4.120768756,0.869494007,0.835351434,0.821657634,-0.211937315,-0.243241565,-2.57121015,-4.145161336
PPBP,0.842469127,-3.975952449,-1.728043452,-3.877673842,-5.360914361,-4.1026687,-1.552810592,1.161905474,2.546985767,-0.267299785,1.971740992,-5.360914361,-3.41805881,-1.376078963
LOC400965,-0.423773381,-0.423773381,-0.423773381,-0.423773381,3.175052568,-0.423773381,-0.423773381,-0.423773381,-0.423773381,-0.423773381,-0.423773381,3.654566926,-0.423773381,-0.423773381
MAPK1,0.124391804,-0.157138851,0.507675023,0.613260818,-3.011781288,-1.418919169,-1.317525808,0.72616802,0.592319671,0.205974703,0.936450955,0.779950422,-1.313420036,-1.587280752
EDAR,0,0,0,0,0,0.122934401,0,0,0,0,0,3.892179099,0,0
EIF4EBP1,0.542425831,0.31297585,0.645041772,1.209144978,0.44637741,-0.172343332,-1.663234216,0.332891048,-0.00051133,0.581794828,0.427152554,-2.886170683,-2.639028622,-0.83839802
SFXN5,-0.946757465,-0.439465765,-1.15788044,-0.813840002,-0.494175461,-1.87398918,-0.80690047,-1.315743873,-0.490333364,-0.647246449,-0.010585516,-4.572474799,2.520197405,-0.998061871
EPHA5,0.702421878,0.50258389,0.908889343,1.114060321,-1.042677472,-0.439460628,-0.077557672,0.673412142,0.391271779,-0.307937508,0.73267022,-1.042677472,-0.280696553,-1.042677472
LOC126147,0,0,0,0,0,0,0,0,0,0,0,0,3.915896703,0
ABCB4,0.926210048,1.586169612,-2.253449285,-0.089290743,-2.253449285,-2.253449285,1.080611212,1.366939914,-0.398629512,1.360972727,-0.158286278,-1.478727049,-2.253449285,-0.317462531
AR,-2.896526268,-3.300099435,-3.201192631,-3.003417238,-2.257493563,1.049212253,0.017707293,-3.034620418,-3.838477528,-3.443300786,-3.281523101,-2.8553366,-0.500334867,-0.151159395
ADAMTS6,-1.479976972,-1.479976972,-1.479976972,-1.125744166,2.663997996,1.953441554,-0.420776598,-1.070872566,-1.479976972,-1.479976972,-1.479976972,0.548062565,-0.237590162,-0.327356672
PAK1,0.389898794,0.182004421,0.71666296,0.431074923,-4.884261101,-1.203020319,-0.28532097,0.531837165,0.576482647,0.64635175,0.244568331,-0.675775689,-0.512640426,-0.951925402
AAA1,0,0,0,0,0.968734521,0,0,0,0,0,0,0,0,0
GRIA3,-2.119921553,-1.1067188,-1.19562453,-1.887944213,3.608838591,-2.186944102,-2.186944102,-1.641947532,-1.438060534,-2.186944102,-1.269782578,-2.186944102,-1.933988835,-2.186944102
IL1RAPL2,-2.539908935,-2.539908935,-2.539908935,-2.539908935,3.210751328,-2.539908935,-2.539908935,-2.539908935,-2.539908935,-2.539908935,-2.392498841,2.627908594,-2.539908935,-2.539908935
CDK3,-1.026101101,-1.026101101,-1.026101101,-1.026101101,-1.026101101,-0.03798588,-1.026101101,-1.026101101,0.739733291,0.052603937,-0.145305395,2.784405627,-0.051971063,-1.026101101
POLR1D,0.106185257,0.302068951,0.144047237,0.494355007,0.274619449,-0.536071088,-0.035386739,0.1141375,0.272710253,0.262633818,0.1141375,-0.297278315,-0.741152435,-0.654472999
TBC1D5,0.968300646,0.983061921,0.466799549,0.900570774,-2.624184048,-2.624184048,-2.624184048,0.844095417,0.604444194,1.090450944,0.228848483,-2.624184048,-2.624184048,-2.624184048
FBXL14,-2.819999794,-2.819999794,-2.819999794,-2.163859851,2.671992956,-2.819999794,-1.84473051,-1.754988506,-2.553378892,-2.819999794,-2.819999794,2.617658869,-1.212264695,-1.441864847
RNF150,-5.477142784,-5.477142784,-3.175374446,-5.477142784,-2.018984742,1.798209456,1.528038222,-5.477142784,-5.477142784,-5.477142784,-5.477142784,0.27276049,-1.455066869,2.138276732
LHFP,-2.346823188,-2.145364511,-0.844953723,-0.714712197,-2.535491199,0.867137736,1.939205136,-2.310389394,-0.842975293,-1.275237862,-2.182702619,-3.976970252,-0.341223816,2.627361936
POLR3B,0.57411302,0.305806148,0.462400716,0.326828572,0.268067716,0.268067716,-0.005510667,0.378577088,-0.165302671,0.317242047,-0.677639382,-5.579324289,-0.070315017,-0.664166407
SCPEP1,0.22215742,0.338880014,0.656330205,0.038012431,-0.736602181,-0.627353981,-1.395301085,0.768277477,0.835941671,0.071280882,-0.25343333,-1.396413743,-1.615381304,-0.538920948
HAO2,-0.802341852,-0.802341852,-0.802341852,-0.368782782,2.938078464,-0.802341852,-0.802341852,-0.802341852,-0.802341852,-0.289324924,-0.802341852,2.500520027,-0.802341852,-0.802341852
CERK,-1.927355464,-1.857676586,-0.568548935,-1.647941906,1.427836986,0.353961306,0.812923833,-0.645381833,-0.647290609,-1.256586152,0.06438884,-0.983201155,-0.625686024,0.567204732
GABRB3,0,0,0.808473607,0,0,0,0,0,0,0,0,0,0,0.110392478
FLJ20186,-0.850048859,-0.654632562,-0.058154318,-0.63537932,0.316307644,-0.098820153,-0.30693674,-0.301818673,0.354223038,-0.084375563,1.286073299,-0.390758251,0.272232288,-0.393816397
IL17RB,-3.19038892,-3.19038892,-3.19038892,-3.19038892,1.483169624,-1.548791449,-3.19038892,-3.19038892,-3.19038892,-3.19038892,-3.19038892,-1.088814476,1.957677294,-3.19038892
CENTD1,-0.98733147,-0.796813119,-0.245840513,-0.271069569,0.833284194,-0.281862738,1.45994255,-0.386839882,-0.729866432,-0.917220337,-0.594828987,1.167218878,-0.842697278,0.455239443
THAP10,0.680955225,0.587784263,0.705421914,0.56895245,1.110477209,-2.220861857,-1.79259273,0.108785236,0.070212054,0.1149516,-0.350425802,-2.932292218,-0.274949758,-0.901177136
C10ORF10,-5.657915449,-5.657915449,-5.657915449,-5.517007578,0.944287898,0.141181736,1.546521812,-5.55451181,-4.666018154,-4.610759247,-5.646248071,2.461073302,0.061347922,1.357033963
HRB2,1.089701047,0.727190469,0.447993553,0.665788509,-4.649813947,-3.163551694,-0.022669698,0.593408601,0.603147089,0.937182296,-0.277693275,-4.649813947,-0.698367193,-1.522787421
C21ORF94,-2.719484777,-2.719484777,-2.719484777,-2.719484777,1.546058074,-2.719019583,-2.719484777,-1.687374675,-2.719484777,-2.719484777,-2.719484777,3.458277329,-1.751715786,-2.719484777
C11ORF46,0.588387673,0.610405623,0.501832571,0.433773781,-5.485381692,-1.530722979,0.613225512,0.353840208,0.359885194,0.444750355,-0.062127088,-2.128952611,-0.502206224,0.054214321
CTRB2,-0.778587916,-0.322097952,-1.072120727,-1.090483934,2.693693572,-0.295633796,-2.603077535,-1.936266327,-1.086701322,-1.474521083,-1.855007536,1.581578787,-1.166269598,-1.195074416
PCDHGC5,0,0,0,0,3.122189186,0,0,0,0,0,0,3.458617414,0,0
DKFZP434B0335,-0.169135642,0.221398784,0.199547643,0.056107444,-4.631522986,1.021619277,-0.553182678,0.10349783,0.191068876,0.02841156,0.585947433,-1.908597995,-0.385070242,-0.438813453
MAT1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRS1,0.812608448,0.259705104,0.235832368,0.352551786,-0.585300099,-2.129918411,-0.924060629,0.162525871,0.119078659,0.603853614,0.749583048,-2.781593517,-1.169414375,-1.253831221
LASS6,-0.760680508,-0.452078533,-0.659790002,-0.952095581,0.906979683,-0.329150486,-0.536235357,-0.757980224,-0.98407839,-0.932233502,-0.961133488,0.101481479,1.136427354,-0.453691854
LOC493869,-4.852974784,-4.852974784,-4.852974784,-4.852974784,-4.852974784,2.481232009,2.512403906,-4.852974784,-4.852974784,-4.852974784,-4.852974784,-4.852974784,-0.306439113,2.151506946
SCN1B,0,0,0,0,0.131963114,0,0,0,0,0,0,1.631357518,0,0
MT,0.868598323,0.646184744,0.838239366,1.506425746,-2.17396613,-1.201619948,-1.699633279,0.129483856,-0.018639067,0.672359188,0.061918477,-0.766563409,-1.509757519,-1.615934882
SERPINB7,-3.178356542,-3.178356542,-3.178356542,-3.137288825,2.892365512,-0.841072542,-3.178356542,-3.178356542,-3.178356542,-3.178356542,-3.178356542,2.957098808,-3.178356542,-3.178356542
SENP8,0.846120605,0.971533446,0.81850871,1.264067753,-2.336210179,-2.336210179,0.171609352,0.81007744,0.105650392,0.402935843,-0.430630386,-1.242179378,-2.336210179,-1.358816676
CASR,0,0,0,0,0,0,0,0,0,0,0,0.535462643,0,0
SLC2A11,-0.403548936,-0.121156936,-0.286428108,0.084035858,0.903866973,-0.926950379,-1.195863594,-0.285430296,-0.415497899,-0.608897969,-0.589887738,2.290190011,-1.070052868,-1.397337877
AFTIPHILIN,0.107703314,0.449951885,0.064091564,0.060832051,-1.364486069,-3.918994956,-5.06E-05,0.18189809,-0.363991773,-0.00874919,-0.304572944,-3.918994956,1.346698375,-0.806576302
HDAC2,0.701115039,0.59330753,0.562409283,0.48321358,-3.218284049,-0.656899492,-0.913210447,0.533235358,0.664948777,0.845708957,0.211571757,-1.849372204,-1.00416538,-0.77565961
SAMD10,-0.807330291,-0.864768645,-0.526195904,0.262638106,-2.339999153,1.425467966,-2.288126806,-1.479109832,-0.430992954,-0.062262622,-0.124170704,-0.044517271,1.060915283,-1.365869115
ZNF416,0.609864772,0.557730596,0.865164993,1.358333451,-4.817033958,-2.51526562,-1.265911736,0.652754563,0.47441397,0.813478176,0.020539104,-4.487274568,-0.911341898,-0.775971719
MAML1,0,0,0,0,0,1.41946035,0,0,0,0,0,0.945430258,0,0
APH1B,-0.318793392,-0.123199622,0.479476705,0.608740594,-1.244949672,1.238180889,-1.485729118,0.413849516,-0.64273021,-0.489541892,0.277732748,-4.83911152,-0.440938607,-0.339324219
GRK7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10ORF120,0,0,0,0,0,0,0,0,0,0,0,1.25719283,0,0
C9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLT1B,0.795191501,0.513733763,0.609012907,0.116381186,-4.785054439,-0.297212798,0.411224812,0.488860486,0.444644748,0.377932728,-0.060751037,-4.785054439,-0.681735154,0.024480268
ZFP41,-2.703143979,-2.806547618,-2.439239462,-2.806547618,3.430994591,-1.943812576,-2.806547618,-2.806547618,-2.806547618,-2.154738172,-2.806547618,1.538650913,-2.192881013,-2.806547618
SLC17A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCMTD2,-0.491232752,-0.32430854,-0.041365196,-0.360685118,-2.498547127,-3.10762916,0.468573529,0.160024683,0.312691533,0.204969739,-0.378144617,-2.398354637,0.387318701,-0.379590224
DUSP12,0.295657208,0.385779507,0.394689889,0.614304964,-6.937965464,-0.92309135,-0.537167129,0.355329717,0.723180648,0.566990042,0.363636471,-3.75263111,-0.595876347,-0.578278488
POLB,-0.677718461,-0.642907803,-0.155688976,-0.207316863,1.202776367,-0.41940561,0.683260902,-0.450539339,-0.348807399,-0.724909727,-0.802433995,0.655307184,0.052765483,-0.054212274
LGI2,-0.980004972,-0.417716848,-0.73954475,-1.682561198,-0.603193716,-0.289628612,-0.776234954,-1.039452828,-1.946637464,-1.481810593,-1.422658747,3.064515395,-2.451390062,-0.255050928
MADCAM1,-1.008273924,-0.098385639,-1.008273924,-0.814830175,3.242123513,-1.008273924,0.919288832,-1.008273924,-0.317302654,-0.495749931,-1.008273924,-0.334481216,-1.008273924,-1.008273924
SLC12A6,0.87747391,0.845558305,0.753536924,1.002851789,-3.688591327,-2.603443341,-3.950412928,0.91125648,0.684484164,1.064068456,0.652478728,-3.601214449,-3.087367568,-2.55887645
MGC35154,-3.967546756,-3.728723983,-3.967546756,-3.967546756,3.149239044,-1.976348518,-3.422550187,-3.967546756,-3.967546756,-3.967546756,-3.967546756,2.630680718,-3.656913618,-3.967546756
TNFRSF17,-0.142788049,-0.788339245,0.277436464,0.212829185,-2.574153935,-2.574153935,0.768066551,2.416163084,-2.574153935,1.097732417,0.693906112,-2.574153935,-2.064355499,0.589507816
