Gene_name,GSM368877,GSM368878,GSM368879,GSM368880,GSM368881,GSM368882,GSM368883,GSM368884,GSM368885,GSM368886,GSM368887,GSM368888,GSM368889,GSM368890
EEF1A1,0.055494453,-0.022081255,0.126613143,-0.118313806,-0.29536331,-0.048110095,0.18279031,-0.091900465,-0.144268649,-0.125124477,-0.118313806,-0.207498154,0.163280892,0.293704407
SLC35E2,-2.765551071,-1.49297279,-2.165916681,-2.765551071,-2.765551071,-1.995292345,-2.765551071,-2.765551071,-2.415947298,-2.765551071,-2.765551071,3.867134295,-2.765551071,-2.765551071
RPS28,0.045531343,0.020940921,0.033019213,0.020940921,-0.056004876,0.598859533,-0.100234133,-0.056004876,-0.11612103,-0.224351833,-0.224351833,-0.294268856,0.045531343,-0.172002661
IPO13,-0.120353071,-0.480862123,-0.542637436,-0.241119766,-6.066964053,0.085486855,1.712089195,-0.670116988,-0.296111722,-0.072546969,-0.423229235,0.819189762,-0.119457438,0.679258005
AFAP,0,0,0,0,0.633888011,0,0,0,0,0,0,0,0,0
GGTLA4,-1.43471162,-0.995857238,-0.909083073,-1.155450578,1.008147467,-1.152718927,-0.912507691,-0.344855891,-1.112735917,-1.43471162,-1.059584587,2.877698979,-1.43471162,-0.252656998
CDT1,0.49075568,0.796613811,0.829543282,1.155991276,-1.952294097,-1.03544257,-7.480709917,0.682049277,0.406718632,0.900984704,0.641715296,-6.811536281,-2.07489663,-4.916266506
TRPV1,0,0,0,0,0.204110191,0,0,0,0,0,0,0.804300391,0,0
LPP,-3.185223059,-2.492853264,-2.566980769,-3.645603319,-7.145330438,0.434412588,0.775755862,-2.325905576,-2.696061263,-3.964389941,-2.129231974,-7.145330438,1.288620325,2.912527634
CCNE2,1.279615038,0,0,0,0,0,0,0.673792708,0,0.473408333,0,0,0,0
HNRPAB,0.701197713,0.708441858,0.455275816,0.507923375,-1.765611508,-1.394308024,-1.838787221,0.022689916,0.810619975,0.942134304,0.824790427,-2.763190227,-0.748169112,-1.52335965
LOH12CR1,0.533899047,0.584379026,0.495381519,1.071515419,-0.790621861,-2.740956471,-0.267012233,0.47980726,0.158265761,0.164867241,0.203351006,-2.788812399,-0.037007272,-0.416281613
SNIP1,0.851015099,0.735825837,0.606097913,0.588507201,-5.097937123,-0.483879952,-1.363783014,0.612375301,0.347337674,0.961676381,0.240744002,-5.097937123,-0.265515745,-1.369643794
COL17A1,-0.494002,-2.559315106,0.257146388,0.421741086,-4.136229911,-1.27724684,-1.241968723,0.880340786,0.636258535,0.884563951,1.124078553,-4.136229911,1.050226572,-1.029974778
BCL6B,0.632254942,0.691826614,0.452783091,0.448307015,-1.861605469,-0.568936711,-0.277759686,0.358804396,0.169172003,0.263517625,-0.137336657,-1.861605469,0.944900331,1.483489248
GRHL1,0.186030349,0.519552112,-0.057224501,0.462937597,-1.222437906,0.737143852,-0.679539336,0.004059067,-0.766619346,-0.399177256,-0.353302547,1.058915814,-1.357895398,-0.693326562
LOC644613,0,0.081308094,0.660562445,0,0,0,0,0,0.161502375,0,0,0,0,0
ATP13A4,0,0,0,1.525907564,0.3696947,1.527067207,0,0,0,0,0,0,0,0
EPAG,0,0,0,0,0,0,0,0,0,0,0,2.728238901,0,0
HMG20B,-1.342435472,-0.869636136,-1.29529912,-0.944874255,0.43742191,1.570486151,-0.537329992,-1.278130308,-1.058923483,-0.97822574,-0.754651208,0.533742454,1.355906597,-0.019285717
KCNG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLYCD,0.022351555,0.303858883,0.256434837,0.244043107,-4.641181645,-0.618402722,1.962426156,-0.080127834,-0.36373243,-0.157392062,-0.453950832,-3.3021355,-1.879411033,1.307205592
ITGA11,-4.476754288,-4.476754288,-4.476754288,-4.476754288,-3.935285912,2.396087551,-0.44064498,-4.476754288,-4.476754288,-4.476754288,-4.476754288,2.124674818,-0.869508319,2.360485721
TICAM2,0.147911725,0.143367155,0.598064693,-0.161203051,0.97193473,-0.329885766,0.073463229,0.513212989,0.259510519,-0.190919833,-0.083223012,-2.040932016,-0.538725165,0.315503203
SERTAD2,-0.464746813,-0.656982656,-0.547197987,-0.879945869,0.297929971,-0.724293632,0.261254055,-0.290411799,-0.029863979,-0.250707532,0.051528897,-0.289284048,1.376647067,0.18758266
SPP1,-9.112418319,-9.112418319,-9.112418319,-9.100750941,-0.396304948,2.289971914,1.648936565,-9.112418319,-9.112418319,-9.112418319,-9.112418319,0.978469837,-1.002048877,1.249086193
HBE1,1.078293623,0.5139482,0.709253315,1.201402303,-1.23647131,0.707307841,-2.917814309,0.796423652,0.24532914,0.369044666,-0.216500915,-2.917814309,-0.153117842,-1.675092536
PCBD2,0.370021958,1.378959337,-1.174172314,-2.214987613,-2.029047162,-3.048076047,1.649783588,0.138972113,-0.090494542,0.344632911,-0.036824188,-3.048076047,0.202387241,-0.052458119
ZBED2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP21,0,0,0,0,0,0,0,0,0,0.853621955,0,0,0,0
RHD,1.970053181,-0.339268448,1.178774453,-4.171928752,-0.493332838,-4.171928752,-4.171928752,1.68267397,-4.171928752,1.901459047,-4.171928752,-2.328475216,-0.580707131,-4.171928752
AUP1,-0.433604743,0.086987206,-0.196653787,0.198150606,0.660737178,0.094723065,-1.606744381,-0.878678854,-0.379611649,-0.280522335,-0.236086885,1.063578216,0.45410337,-0.746045493
MFN2,-0.144596887,-0.189339493,-0.324919943,-0.262009802,-1.309015247,0.812036261,1.433906173,-0.233242322,-0.426170035,-0.226582289,0.067542931,-0.129773009,-0.983150992,0.569012936
BRD9,-0.174072607,0.010764596,-0.40400725,-0.311983752,0.381115352,1.26271512,-0.215650124,-0.545613699,-0.283907344,-0.073680345,-0.054298681,0.067424197,-0.316718622,0.178259421
DERL3,0.055046478,0.11258127,0.633339533,1.052334513,-1.427086979,0.397617584,-1.154247611,0.062103583,0.148145802,0.475117224,0.166147701,0.375794584,-1.325889471,-1.113629771
SYTL2,-1.394357867,-1.394357867,-1.394357867,-1.394357867,0.976084566,-1.394357867,-1.394357867,-1.394357867,-1.394357867,-1.394357867,-1.394357867,-0.485117593,3.911734363,-1.394357867
SELM,-6.980100962,-7.244828789,-7.244828789,-7.244828789,0.141201808,1.301287216,0.301882911,-3.995240285,-7.244828789,-5.342362262,-5.804302754,1.950664304,0.068295162,1.294929081
CTRB1,0,0,0,0,1.52985311,0,0,0,0,0.437141164,0.233808317,0,0,0
FOXI1,-0.74839372,-0.285762868,-0.995085032,-0.726905961,0.285906257,2.712188164,-0.939226858,-0.989946071,-1.387468405,-1.387468405,-1.387468405,1.280740091,-0.822399543,-1.387468405
ZFPM1,0.732931285,0.120127484,-0.042190679,0.311918261,-3.733517781,-0.438898043,-1.463912628,0.499797719,0.947145541,0.926146019,0.911781765,-2.846120597,-0.74813161,-1.215418801
UTY,0,0,0,0,0,0,0,0,0.469389151,0,0,0,0,0
GPR32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXL10,-1.782597298,-0.952828554,-0.362831802,-1.38243379,-2.015325255,0.36091438,-0.905541055,-1.163572554,-2.355713052,-2.355713052,-0.900997236,3.314316595,-2.355713052,-1.662397834
CYP26A1,-2.957833532,-1.196007488,-1.13166802,-1.101717352,2.115431511,2.347195754,-0.717518603,-0.779324594,-1.668388541,-2.167093165,-0.184920499,0.495385918,-1.840900187,-1.352311003
WNT2B,0.463056758,0.714734233,0.381041482,0.866500335,-3.235713184,-0.78234245,0.345075248,0.56849465,-0.064123032,0.120715896,-0.101134901,-1.518309288,0.031807633,-0.565164566
HIST1H2BD,-3.210165465,-3.74718511,-2.8998239,-3.057717327,1.224762145,-0.277164478,-0.479605745,-2.58942529,-2.507146234,-3.458467957,-2.363503003,-0.218161953,0.709038085,-2.208517166
GADD45G,-4.00515237,-4.394029882,-4.036399718,-4.793591055,1.458235796,0.784049536,0.629340692,-3.556701373,-2.688438668,-2.750402695,-1.859896376,1.293441335,-0.812368077,-0.77584562
ERGIC1,-2.707475851,-1.028398819,-2.270681539,-3.189753654,1.389561907,2.872731029,0.602698942,-2.697485121,-2.184133146,-1.1566624,-2.218975448,-1.449839951,0.341715146,-0.912017123
ABCD4,-4.037616402,-3.243545784,-4.037616402,-4.037616402,2.911761677,-0.833686054,-4.037616402,-4.037616402,-4.037616402,-4.037616402,-4.037616402,2.841452164,-2.727901415,-4.037616402
C4ORF8,0.333976575,0.372729172,-0.313151564,-0.375554192,0.409322066,-0.867819054,-0.45847909,-0.155553608,0.191187366,0.403143324,0.226728461,-5.660440509,0.677528088,-0.313151564
NCOA6IP,1.042943008,0.983431809,0.782821613,1.030143867,-2.726571274,-1.35767004,-2.485655793,0.899812712,0.172389355,0.588014083,-0.176990053,-2.224899043,-1.961829877,-1.717689978
SKIV2L2,0.972121478,0.559008591,0.750136689,0.380707225,-1.783878619,-2.186939887,-0.256140679,0.720349567,0.430494269,0.768817577,0.155727512,-5.995357844,-0.994493297,-0.606561608
GEFT,0.108929191,0.735138166,0.540381326,0.613666605,0.976100554,0.288921797,0,0,0,0,0,0,0,0
NUMBL,0.447505074,-0.183353005,0.852601298,1.149793365,-1.681393517,-0.30488537,-1.182027226,0.033137214,-1.402553817,0.336034495,0.27156061,0.786869491,-0.244918821,-0.92929043
HDAC8,0.223407127,0.502448191,0.126003438,0.322979881,-3.802430306,-0.135343269,-1.068404282,-0.453269445,-0.38723862,-0.355911049,-0.766462069,1.935626573,-0.527702588,-1.133524184
KDELC2,0.576503616,0.506273743,0.622679123,-0.096370578,-0.444999183,0.037518554,0.009217712,0.450382406,0.511557146,0.471528206,-0.388562136,-5.100704464,-1.855431666,0.762575802
WHSC1,1.145899548,0.213658341,0,1.114818838,0,0.991897295,0,0,0,0,0.918483079,0,0,0
MUC13,1.379030345,0,1.296182058,1.026204714,0,0,0,0.459108943,0.886584775,0.760828241,0.585517831,0,0,0
AQP3,-0.042529339,0.652244267,0.857362172,-0.286479053,-0.793099401,-0.478984421,0.242016837,0.297557593,0.616174078,0.494535417,1.094427575,-0.793099401,-0.793099401,-0.793099401
FBXO44,0,0,0,0,1.733023459,0,0,0,0,0,0,0,0,0
ENTPD2,0,0,0,0,1.770138712,0,0,0,0,0,0,0.055344915,0,0
MARK4,0.347117029,0.661718554,0.860234714,0.994033075,-0.608134855,-0.608134855,0.505753969,1.368098621,0.772461621,-0.407261745,1.241847146,-0.608134855,-0.335935446,-0.608134855
SPRED3,0.121928313,0.038661493,-0.092615694,0.515438135,2.404842863,-1.121646027,-1.052900231,0.119775427,-0.189832284,0.209129775,-0.03061675,-1.427417416,-0.633346798,-1.311426191
CTNNB1,0,0,0,0,1.364780067,0,0.151180974,0.552591025,0,0,0,0,0,0
C6ORF201,-0.25467815,-0.25467815,-0.25467815,-0.25467815,3.654962965,0.660269,-0.25467815,-0.25467815,-0.25467815,-0.25467815,-0.25467815,0.708851923,-0.25467815,-0.25467815
EXOC6,0.347395686,0.379602043,0.344977515,0.190120911,-5.928948597,-5.098236924,1.208179603,0.392045952,-0.008561945,0.330685225,-0.215693039,-2.208107202,0.020806196,-0.248007365
GPC2,-0.65767889,0.566387432,0.564385304,0.632404214,-2.179075807,0.721431187,-0.452492234,0.445553277,-0.253617976,0.071022278,0.664283755,-1.275314442,-0.064974731,-0.516389205
ASB11,1.009917579,1.161082981,0.755287195,1.215615648,-0.436412438,0.577540165,-0.436412438,-0.436412438,-0.436412438,1.057482069,-0.436412438,0.72274161,-0.436412438,-0.436412438
RTN3,-1.293789078,-1.293789078,-1.293789078,-1.293789078,0.293135656,-1.293789078,1.273884741,-1.293789078,-0.296225682,-1.293789078,-0.539177317,2.907462987,-1.293789078,-0.985111487
PSG7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM33,-0.632345236,-0.637608348,-1.450669993,-0.749539639,-1.369490327,2.366001154,-0.345458332,-1.858467994,-0.83742896,-1.333285484,-1.858467994,2.08463813,-1.858467994,-1.055583586
WDFY3,-2.132180047,-2.132180047,-2.132180047,-2.132180047,3.954301216,-2.132180047,-2.132180047,-2.132180047,-2.132180047,-2.132180047,-2.132180047,1.586065803,-2.132180047,-2.132180047
KIAA0586,1.062941163,1.036959623,0.498971736,0.436759546,-4.893172424,-1.655126014,-0.800400486,0.682859486,0.277761109,0.90762671,0.008724125,-3.739615528,-0.684459117,-0.944667355
C8ORFK32,-1.847172129,-1.847172129,-1.847172129,-1.312208502,3.319467253,-1.847172129,-1.847172129,-1.847172129,-1.847172129,-1.847172129,-1.847172129,1.93092669,-1.847172129,-1.847172129
STK10,0.177156635,-0.661154091,0.333547765,-0.206620387,-0.790647282,-0.939928501,-2.653192131,0.762659981,0.65931046,0.128411224,1.648321601,-4.333976119,-0.470888823,-1.017794165
GSG1,-3.45133133,-2.687788559,-2.647464214,-2.204261336,3.092871962,-0.526122288,-3.442239501,-3.45133133,-3.45133133,-2.77549,-3.45133133,2.365357326,-2.264611707,-2.541443046
RESP18,0,0,0,0,0,0.004205632,0,0,0,0,0,1.447418521,0,0
IQCD,0,0,0,0,0.749344399,0,0,0,0.255335305,0.68537002,0,1.916077221,2.447525805,0
RNF2,0.456743034,0.493608677,1.220206157,0.663722332,-1.572546402,-0.35365018,-1.204797937,0.651928823,0.294222392,0.510976325,-1.572546402,0.622250433,-0.470329628,-1.572546402
ADAMTS20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBTPS1,-0.224537099,-0.147031803,0.018070841,-0.189156235,-1.961708199,0.315181065,-0.074679637,-0.24049643,-0.018872995,-0.152444579,-0.350993274,-0.389272925,0.691845618,0.669529588
TGOLN2,-0.246787657,-0.331218113,-0.331218113,-0.832788977,0.94939344,-0.241629104,-0.226329788,-0.291751684,-0.052182884,-0.41036865,0.065195106,-0.257288438,-0.002436114,0.327277438
ARMCX3,0.043300696,0.215042364,-0.418970604,-0.27046356,0.642996474,0.821825036,-1.331177252,-0.51538805,-0.150694022,-0.124834673,-0.262990863,0.966087762,-0.959874001,-1.235722564
TMEM25,-2.728329276,-1.569992818,-3.029174402,-2.507934685,-0.447028859,-0.493381166,-1.12311321,-2.713041768,-2.283891998,-1.88537288,-3.668709712,-1.825906683,2.814713735,-1.872733623
TFDP3,-0.12624314,-0.12624314,-0.12624314,-0.12624314,4.330817972,-0.12624314,-0.12624314,-0.12624314,-0.12624314,-0.12624314,-0.12624314,2.680262661,-0.12624314,-0.12624314
MKL1,-0.033072482,-0.13252131,0.289875337,-0.01760245,-3.35296631,-1.004108855,-1.096403956,0.370245643,0.842713398,0.6480564,1.343716052,-3.902889461,-0.634500099,-0.007434065
RRAGB,0.011667378,0,0,0,0,0,0,0,0,0,0,0,0,0
FHOD1,-0.921822003,-0.710069465,-0.98004989,-0.777922048,-1.385006406,0.809127467,1.32077363,-1.090653944,-0.544415857,-0.92313549,-0.153818375,1.216547737,-0.426412859,1.053507218
MSH5,0.309370187,0.505431594,0.483882362,0.924295659,-0.55884793,0.40877196,-0.643824823,0.052755203,-0.125879399,0.162587186,0.086898642,-1.559528784,-0.564114398,-0.818479989
MAP3K11,-0.288232833,-0.593539735,-0.213704185,-0.122093343,0.163327754,0.530790665,-0.65195226,0.046127997,0.031274366,-0.155991738,0.823045426,-2.197352046,0.110179706,-0.134711312
RORC,0,0,0,0,0.350573623,0,0,0,0,0,0,2.711048814,0,0
SLC38A2,-0.239406278,0.000149918,0.039836575,-0.651682773,-2.51362416,0.461859063,0.938936324,-0.288625776,-0.385037096,-0.378703506,-0.591534581,-0.286147908,-0.215836206,1.004508049
GSTM4,-0.764118316,0.079270428,-0.398541552,1.054640614,-3.314306227,0.188471487,1.723437557,-0.562501101,-0.417108164,-0.743372645,-0.088956095,-1.580370858,-0.491823347,0.766919407
GRIK1,0,0,0,0,0,0,0,0,0.643643232,0,0,0,0,0
GALNT11,0.204590724,0.234716532,-0.044912611,0.292439509,-5.969805707,0.243993561,0.517315815,0.06659185,-0.0672185,0.446395412,-0.549962634,-1.219199537,-0.661686511,0.345506914
BASP1,-1.366004936,-3.056742271,0.012860639,-1.163232183,-0.345708348,0.042162974,-1.957972022,0.922507793,0.421703249,-0.186722468,1.869166268,-2.370235338,-0.24487436,-1.364357182
CCT3,0.474190284,0.666971466,0.311935846,0.467500347,0.044384087,0.232122761,-0.494103354,0.160473977,-0.176057295,-0.134523279,-0.173018887,-3.365840993,0.016029622,-0.620152725
EHD1,-0.435455204,-0.857403025,0.218847491,-0.298379196,-0.314666648,0.423340854,-0.623000523,-0.002155781,0.209736552,-0.125224421,1.053438248,-0.613324649,0.205955215,0.123779325
RND1,-1.978297347,-1.978297347,-1.978297347,-1.978297347,-1.978297347,1.693897428,-1.978297347,-1.978297347,-1.978297347,-1.978297347,-1.978297347,2.751707384,0.401598737,-1.978297347
ITSN1,-1.832592792,-1.832592792,-1.832592792,-1.832592792,-1.291634992,-1.832592792,-1.832592792,-1.832592792,-1.832592792,-1.832592792,-1.832592792,4.157966464,-1.832592792,-1.832592792
RPS16,-0.100556491,-0.042419508,-0.07564352,-0.115397401,-0.064390213,-0.042419508,-0.042419508,0.232271268,-0.07564352,0.187909623,0.001370862,-0.193856548,0.011055023,0.063800297
UBIAD1,0.709746121,0.665640059,0.480522254,1.00739929,-1.143333498,-1.252564373,-1.548135234,0.41907284,-0.257668971,0.594182814,0.263469678,-5.235650893,-0.498608094,-1.244084265
EVC,-0.170883687,0.636930432,0.303951804,0.119597866,1.980777224,0.054309216,-1.232363474,-0.49758887,-0.362482884,-0.084649731,-0.360806545,-2.332746182,-1.158454027,-0.491236178
CWF19L1,0.54423731,0.829734748,0.275590344,0.156491397,-0.424764771,-0.692561327,-0.841096,0.293389722,0.289949052,0.393552797,0.172230146,-0.100517119,-0.525561936,-0.899923747
KCNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASL11A,-0.689512458,-0.689512458,-0.689512458,-0.689512458,3.873107383,-0.689512458,-0.689512458,-0.689512458,-0.689512458,-0.689512458,-0.689512458,2.060523179,-0.689512458,-0.689512458
ZNF187,-0.409522364,0.234120868,-0.409522364,-0.409522364,-0.409522364,-0.409522364,-0.409522364,-0.409522364,1.016134318,0.386008755,0.292440258,2.619733938,-0.405316732,-0.409522364
SETD8,0.813216339,0.74253462,0.018404584,0.30014391,-4.606322507,-0.193286242,-1.074813631,0.191791458,0.596663392,0.928911489,0.465231176,-6.201733072,0.124858203,-1.076269748
OR6C76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANK3,-0.91172035,1.203083935,0.162587654,0.330206111,0.50634485,-0.714240227,-1.010624947,0.572415987,0.721846965,0.401848025,-0.462574942,-1.010624947,-0.945475752,-0.438485918
SCYL3,-0.010481586,0.236220267,0.01263809,-0.246280807,-2.165607439,-3.248197433,0.069457126,-0.366906235,-0.22422305,-0.192813901,-0.267103716,-3.755346362,0.229489037,-0.653861212
TPST1,-4.357354647,-4.831132469,-2.924698077,-3.022543025,-1.049293467,0.978351272,1.101754892,-4.831132469,-2.468756916,-3.173324997,-0.904149245,1.109989252,-1.013514327,2.834936602
ABCC5,-0.812331698,-0.334519957,-0.808968481,-0.612520846,0.993309718,-2.117183339,-1.426352969,-1.115354864,0.069768868,0.053214973,-0.027205044,0.152130533,-0.127855622,-1.51750105
FGFR3,0.565856356,0.781815975,0.312760079,0.700428301,-2.044549462,-0.001583006,0.257218876,0.261745957,0.15099165,0.383512173,0.276430831,-2.044549462,-0.654085719,-0.684997369
TP53I3,-1.038845218,-1.088753381,-1.804001237,-0.985131986,2.592687963,-2.052905581,-2.069943514,-2.102477264,-1.852218967,-1.811965923,-1.917829338,2.547604259,-2.464856995,-1.994449389
C6ORF129,-0.420605373,-0.258336096,-0.129931545,0.641695794,1.603775708,-0.095534749,-1.117209585,-0.374548708,-0.761475955,-0.596129899,-1.139273272,0.705434122,-0.035800743,-0.867263415
SMC1L1,-0.291407387,0.982247912,-1.208929799,-1.047573779,-1.901195734,-1.901195734,0.129101716,-1.016114391,-0.206127,0.549624726,-1.531041918,1.131604903,1.417862152,-1.901195734
PPEF1,-3.598524282,-3.598524282,-2.739439799,-3.598524282,-3.598524282,3.3242162,-2.203402172,-3.027985454,-3.408870485,-3.598524282,-3.598524282,-3.598524282,-0.347730364,0.88693515
DHX57,-0.260667671,-0.260667671,-0.260667671,-0.260667671,3.177695051,-0.260667671,-0.260667671,-0.260667671,-0.260667671,-0.260667671,-0.260667671,3.571992632,-0.260667671,-0.260667671
LOC442715,0,0,0,0,1.35094307,0,0,0,0,0,0,3.039104388,0,0
CSNK1G3,0.675406799,0.638497312,0.518577148,0.342216639,-1.78775726,-1.902662232,-0.129897418,0.606710566,0.319186004,0.446717348,0.172035742,-1.543356603,-0.513372381,-0.766620979
UPP2,0,0,0,0,4.062001331,0,0,0,0,0,0,0,0,0
TTN,-2.024823589,-2.024823589,-2.024823589,-2.024823589,-0.404510788,-2.024823589,3.159577471,-2.024823589,-2.024823589,-2.024823589,-2.024823589,2.575378135,-2.024823589,0.603556915
KCNMB1,-4.011056557,-5.485198904,-5.422327711,-5.485198904,0.554142409,0.359632532,-1.469197414,-2.651829337,-1.011414427,-3.678260105,-1.071309537,0.840511303,-1.549900054,3.209558781
MGC42105,0,0,0,0,0,0,0.570538828,0,0,0,0,0,0,0.537875638
ELF4,-0.526348955,-0.397908494,0.218241884,-0.169955408,0.219635223,0.202814331,-1.224535745,0.266580817,0.165238793,-0.464720149,1.000972188,-1.539147156,0.104499827,-0.474187414
PAPOLB,0,0,0,0,1.920194671,0.058180533,0,0,0,0,0,0.530810508,0,0
KRAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMBRD1,0.040195842,-0.204256003,0.282106902,-0.147440596,-6.126018302,-1.024065001,0.88106251,0.676990501,0.007736787,-0.091130508,0.075316914,-0.687871373,-1.025197801,0.411219036
PPYR1,0,0,0,0,1.679317101,0,0,0,0,0,0,0,0,0
MRPL43,0.31601617,-0.237472079,-2.677012774,0.20074497,-2.677012774,1.42167627,-0.056950022,-0.745150337,0.825160271,0.065420629,0.13481529,1.365536358,-0.229093771,-1.573766096
PNKD,0.529537024,0.315315409,0.304956586,0.65598223,1.327363509,0.320576287,-1.620288354,0.253117025,-0.00906786,0.37535397,-0.836464099,-0.55560365,-1.500639169,-1.474800021
DVL2,0.266214113,0.343520715,0.11900848,0.668094926,-0.688289487,0.081208439,-0.723012618,0.090058881,0.203179372,0.463205686,0.196357509,0.367608049,-1.306796332,-0.4439129
LOC649159,0.526582061,0.367548751,0.079652019,0.384745952,-0.342754148,0.663777605,0.33699107,-0.178313805,-0.054880699,-0.302678876,-0.18016059,-0.104790602,-0.112463582,-0.394878412
CDKN2C,0.57566912,0.67995228,0.60746299,0.703789105,2.188962168,-1.207978204,-0.339230209,0.14622815,-0.035609905,0.42721403,-0.293031054,-1.207978204,-1.207978204,-1.207978204
FLJ41733,0,0,0,0.169355826,0.062871193,2.601733059,0,0,0,0.285654483,0.39888321,0,0,0
IL4R,-1.301923723,-1.636442246,-0.332962743,-0.840338135,-3.743542419,1.033878647,-0.603515988,-0.037356045,-0.135342433,-0.65828441,1.83492578,-4.149755598,1.090170501,0.790373655
LOC653797,0,0,0,0,2.992163405,0,0,0,0,0,0,0,0,0
CCM2,-0.689977019,-0.689977019,-0.689977019,-0.689977019,3.715391682,-0.689977019,-0.689977019,-0.689977019,-0.689977019,-0.689977019,-0.689977019,2.694769611,-0.689977019,-0.689977019
COX4I1,0.02574983,0.16916831,0.340932435,0.238243963,-0.549823323,-0.118576653,0.19657434,0.14795185,0.018042316,-0.056841306,-0.046637417,-0.104327117,0.051824433,0.19657434
C20ORF112,0.112566698,0,0.837495735,1.036770133,0,0,0,0.492878648,0.302037504,0.156015504,0,0,0,0
HSPC049,0.577426295,0.847175309,0.277270554,0.472184301,-4.250386322,-2.676040607,-0.858408264,0.281345196,0.840775092,0.871655138,0.466512136,-2.767555301,-0.997177129,-0.631455257
CBR3,-4.804405804,-4.804405804,-4.804405804,-4.804405804,-4.804405804,2.081065608,-0.192525236,-4.804405804,-4.804405804,-4.804405804,-4.549536671,0.972696274,0.796612248,1.224123292
POPDC3,-3.481936199,-3.481936199,-3.481936199,-3.481936199,-3.481936199,-3.481936199,3.546603946,-3.481936199,-3.481936199,-3.481936199,-3.481936199,-1.370194985,-3.481936199,1.997441913
PPP2R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SECTM1,0.892518087,0.289859488,1.002374945,1.431197475,-1.326443213,-1.326443213,-1.01528163,0.836722582,0.433814998,0.522038017,0.818954846,-1.326443213,-1.058315028,-0.325458459
FBXO32,-2.074616101,-1.936087805,-1.811654467,-1.718731293,-2.804690101,-1.689541095,1.794025159,-1.938032669,-2.455405392,-1.755917553,-2.199807591,1.261670197,-2.083859126,2.047608372
NOG,-0.754658771,-0.754658771,-0.754658771,-0.754658771,4.250305187,-0.754658771,-0.754658771,-0.754658771,-0.754658771,-0.754658771,-0.754658771,-0.754658771,-0.754658771,-0.754658771
ZNF507,1.11797962,1.867490546,0.602726186,0.293700033,-2.046831794,-2.046831794,-2.046831794,0.106965032,0.849711322,1.13549899,-0.29350057,-2.046831794,-0.255438353,-0.920447795
TTC8,0.467134385,0.769075121,-0.364946033,-0.447896964,-3.421404924,1.656108608,-0.790337903,-0.09544113,0.168976279,0.090433103,-0.443228747,-2.559129107,0.546965236,-1.395491775
LOC200312,0,0,0,0,0,0,0.903335265,0,1.186719623,0,0,0,0,0
SPAG1,-0.117786845,1.010693398,-0.117786845,0.892918262,-0.117786845,0.045167554,0.100444879,0.769754998,-0.117786845,-0.117786845,-0.108695015,0.769754998,-0.117786845,-0.117786845
FN3KRP,0.698781786,0.889024815,-0.092946809,0.56610625,-0.337405604,-1.166703192,-2.142753849,0.212095269,0.423860314,0.336027328,0.243072681,-1.987040471,-0.127520771,-1.009245623
FLJ46481,-0.598288458,-0.25699243,-0.404094106,-0.987079829,0.683127456,1.945902977,-0.874160588,-1.153088539,-0.919009234,-0.585112635,-1.526661252,1.791672748,-1.36970287,-0.963296254
PDHX,0.160500191,0.065411123,-0.207733684,-0.111365155,-4.190746404,-1.431328239,1.667819141,-0.049699941,-0.011196083,0.186075616,-0.551728225,-0.411958948,-0.317522459,0.374870829
NALP7,0,0,0.223108181,0.875992815,0.217723941,0,0.886584775,2.283933807,0,0,0,0,0,0
ERCC1,0.252528441,0,0.129573176,0,0,0,0,0,0.751517816,0,0,0,0,0
KIAA1324L,-2.155081666,-2.492067382,-3.560365434,-2.643203911,2.042883128,-0.364260068,-0.34475381,-1.685985012,-3.145146257,0.33216099,-3.335708471,-3.190211618,0.995592178,-0.620242153
IFNA17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPO7,0.72411449,0.768430632,0.618652021,0.578781801,-1.887889205,-1.573726197,0.31179004,1.009527906,-0.108963397,0.299228849,0.060245226,-3.796895404,-0.957622318,-0.396411269
SUCLG2,0.276097184,0.113380567,0.116312418,-0.204145462,-1.240727703,-0.540082117,0.684359157,0.234126732,-0.228180928,-0.332982281,-1.022364415,0.339772196,-0.100282854,0.094953965
LOC653723,0.732416891,-0.417289182,0.165018723,0.068994635,-0.417289182,-0.417289182,-0.417289182,0.575144363,0.633588594,0.100223371,0.700011475,2.448546759,-0.417289182,-0.417289182
RAB2,0.001128381,-0.184124898,0.214053996,0.385932175,-5.230538742,0.030481671,0.035580397,0.019855852,-0.58990697,-0.280308892,0.116750203,-5.230538742,-0.363850176,0.041627486
TRPT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKCBP1,0.725162829,0.656672355,-0.434628709,-0.295803252,-1.77143838,-2.894986834,-2.235188754,0.138595157,0.84158587,1.087687622,0.242036287,-6.112491908,-0.148925885,-2.42878142
